Austria, Female population exposure by calendar year, age and birth cohort (Lexis triangles)
Last modified: 05/08/2021
Year   Age   Cohort      Exposure
1952    14    1937       19777.49
1952    15    1937       20490.58
1952    15    1936       19878.93
1952    16    1936       20908.05
1952    16    1935       19903.34
1952    17    1935       20997.00
1952    17    1934       20411.77
1952    18    1934       21511.78
1952    18    1933       20710.42
1952    19    1933       22067.59
1952    19    1932       21792.46
1952    20    1932       22937.46
1952    20    1931       21811.33
1952    21    1931       23473.89
1952    21    1930       23187.41
1952    22    1930       24573.57
1952    22    1929       22935.80
1952    23    1929       23990.75
1952    23    1928       23642.34
1952    24    1928       24563.28
1952    24    1927       23411.72
1952    25    1927       24984.54
1952    25    1926       25288.30
1952    26    1926       26602.89
1952    26    1925       27324.81
1952    27    1925       28746.07
1952    27    1924       28277.89
1952    28    1924       29641.64
1952    28    1923       29143.23
1952    29    1923       30700.47
1952    29    1922       29405.80
1952    30    1922       30968.62
1952    30    1921       29231.43
1952    31    1921       30790.15
1952    31    1920       28674.95
1952    32    1920       29702.38
1952    32    1919       25361.24
1952    33    1919       21121.16
1952    33    1918       16803.05
1952    34    1918       15453.40
1952    34    1917       14578.09
1952    35    1917       16207.46
1952    35    1916       16169.57
1952    36    1916       17081.58
1952    36    1915       18706.96
1952    37    1915       23039.21
1952    37    1914       27326.12
1952    38    1914       27942.87
1952    38    1913       28117.52
1952    39    1913       28035.22
1952    39    1912       29441.89
1952    40    1912       29321.23
1952    40    1911       28265.73
1952    41    1911       28159.92
1952    41    1910       29871.09
1952    42    1910       29754.75
1952    42    1909       29679.91
1952    43    1909       29575.81
1952    43    1908       29096.65
1952    44    1908       28996.47
1952    44    1907       29166.80
1952    45    1907       29061.14
1952    45    1906       29533.98
1952    46    1906       29416.02
1952    46    1905       28364.18
1952    47    1905       28246.93
1952    47    1904       28936.43
1952    48    1904       28801.22
1952    48    1903       28284.38
1952    49    1903       28151.87
1952    49    1902       28673.37
1952    50    1902       28536.19
1952    50    1901       28076.19
1952    51    1901       27945.80
1952    51    1900       27386.13
1952    52    1900       27263.33
1952    52    1899       27113.83
1952    53    1899       26976.51
1952    53    1898       26221.51
1952    54    1898       26068.83
1952    54    1897       25555.66
1952    55    1897       25401.97
1952    55    1896       25272.47
1953    12    1941       31118.74
1953    12    1940       31812.00
1953    13    1940       35242.22
1953    13    1939       32230.69
1953    14    1939       31764.41
1953    14    1938       22488.45
1953    15    1938       21769.53
1953    15    1937       19622.42
1953    16    1937       20364.91
1953    16    1936       19698.95
1953    17    1936       20761.82
1953    17    1935       19701.00
1953    18    1935       20830.36
1953    18    1934       20198.22
1953    19    1934       21333.85
1953    19    1933       20524.41
1953    20    1933       21911.12
1953    20    1932       21610.54
1953    21    1932       22793.29
1953    21    1931       21661.11
1953    22    1931       23350.11
1953    22    1930       23023.43
1953    23    1930       24438.82
1953    23    1929       22803.25
1953    24    1929       23868.73
1953    24    1928       23493.72
1953    25    1928       24444.18
1953    25    1927       23269.46
1953    26    1927       24868.04
1953    26    1926       25140.11
1953    27    1926       26474.36
1953    27    1925       27165.93
1953    28    1925       28625.25
1953    28    1924       28130.36
1953    29    1924       29513.37
1953    29    1923       29012.53
1953    30    1923       30568.85
1953    30    1922       29265.38
1953    31    1922       30840.60
1953    31    1921       29096.85
1953    32    1921       30669.33
1953    32    1920       28543.62
1953    33    1920       29595.80
1953    33    1919       25239.84
1953    34    1919       21040.07
1953    34    1918       16725.60
1953    35    1918       15387.61
1953    35    1917       14510.54
1953    36    1917       16142.56
1953    36    1916       16108.42
1953    37    1916       17022.40
1953    37    1915       18615.79
1953    38    1915       22942.42
1953    38    1914       27213.13
1953    39    1914       27831.92
1953    39    1913       28012.68
1953    40    1913       27926.54
1953    40    1912       29295.04
1953    41    1912       29196.08
1953    41    1911       28133.91
1953    42    1911       28041.58
1953    42    1910       29723.42
1953    43    1910       29622.02
1953    43    1909       29542.69
1953    44    1909       29443.67
1953    44    1908       28963.33
1953    45    1908       28887.66
1953    45    1907       29026.66
1953    46    1907       28931.17
1953    46    1906       29378.01
1953    47    1906       29262.64
1953    47    1905       28203.14
1953    48    1905       28090.03
1953    48    1904       28753.37
1953    49    1904       28620.23
1953    49    1903       28102.90
1953    50    1903       27993.67
1953    50    1902       28484.00
1953    51    1902       28353.38
1953    51    1901       27892.05
1953    52    1901       27756.49
1953    52    1900       27202.49
1953    53    1900       27079.05
1953    53    1899       26917.71
1953    54    1899       26784.55
1953    54    1898       26000.05
1953    55    1898       25856.98
1953    55    1897       25338.48
1954    12    1942       27208.54
1954    12    1941       30833.26
1954    13    1941       31062.98
1954    13    1940       31725.78
1954    14    1940       35159.07
1954    14    1939       32124.59
1954    15    1939       31672.93
1954    15    1938       22380.47
1954    16    1938       21674.36
1954    16    1937       19502.09
1954    17    1937       20256.62
1954    17    1936       19561.18
1954    18    1936       20631.56
1954    18    1935       19544.64
1954    19    1935       20686.93
1954    19    1934       20031.15
1954    20    1934       21181.19
1954    20    1933       20378.88
1954    21    1933       21774.34
1954    21    1932       21474.71
1954    22    1932       22669.71
1954    22    1931       21546.89
1954    23    1931       23237.25
1954    23    1930       22897.18
1954    24    1930       24322.14
1954    24    1929       22687.27
1954    25    1929       23765.68
1954    25    1928       23379.82
1954    26    1928       24340.43
1954    26    1927       23160.96
1954    27    1927       24764.48
1954    27    1926       25018.64
1954    28    1926       26367.93
1954    28    1925       27051.75
1954    29    1925       28515.22
1954    29    1924       28008.63
1954    30    1924       29398.44
1954    30    1923       28888.15
1954    31    1923       30460.88
1954    31    1922       29144.40
1954    32    1922       30727.48
1954    32    1921       28982.67
1954    33    1921       30562.39
1954    33    1920       28441.20
1954    34    1920       29489.73
1954    34    1919       25142.93
1954    35    1919       20959.43
1954    35    1918       16654.39
1954    36    1918       15331.42
1954    36    1917       14452.44
1954    37    1917       16081.89
1954    37    1916       16052.60
1954    38    1916       16968.87
1954    38    1915       18537.58
1954    39    1915       22841.75
1954    39    1914       27105.08
1954    40    1914       27723.50
1954    40    1913       27902.53
1954    41    1913       27824.09
1954    41    1912       29173.59
1954    42    1912       29084.51
1954    42    1911       28013.01
1954    43    1911       27924.78
1954    43    1910       29592.78
1954    44    1910       29496.44
1954    44    1909       29411.28
1954    45    1909       29314.92
1954    45    1908       28855.09
1954    46    1908       28770.49
1954    46    1907       28895.32
1954    47    1907       28799.67
1954    47    1906       29220.01
1954    48    1906       29104.84
1954    48    1905       28043.01
1954    49    1905       27917.19
1954    49    1904       28572.69
1954    50    1904       28437.36
1954    50    1903       27942.69
1954    51    1903       27817.90
1954    51    1902       28297.74
1954    52    1902       28158.48
1954    52    1901       27697.48
1954    53    1901       27557.68
1954    53    1900       27020.85
1954    54    1900       26903.31
1954    54    1899       26717.97
1954    55    1899       26576.53
1954    55    1898       25792.53
1955    12    1943       26576.84
1955    12    1942       25767.46
1955    13    1942       27135.61
1955    13    1941       30778.02
1955    14    1941       30970.06
1955    14    1940       31650.93
1955    15    1940       35022.24
1955    15    1939       32032.07
1955    16    1939       31527.75
1955    16    1938       22282.64
1955    17    1938       21516.08
1955    17    1937       19398.38
1955    18    1937       20076.81
1955    18    1936       19438.44
1955    19    1936       20417.88
1955    19    1935       19410.07
1955    20    1935       20449.61
1955    20    1934       19887.81
1955    21    1934       20924.86
1955    21    1933       20251.66
1955    22    1933       21554.14
1955    22    1932       21358.29
1955    23    1932       22462.21
1955    23    1931       21442.75
1955    24    1931       23059.38
1955    24    1930       22787.86
1955    25    1930       24136.27
1955    25    1929       22589.32
1955    26    1929       23615.98
1955    26    1928       23280.57
1955    27    1928       24177.89
1955    27    1927       23064.52
1955    28    1927       24599.32
1955    28    1926       24918.07
1955    29    1926       26204.44
1955    29    1925       26947.78
1955    30    1925       28345.56
1955    30    1924       27899.56
1955    31    1924       29222.46
1955    31    1923       28786.12
1955    32    1923       30305.10
1955    32    1922       29037.52
1955    33    1922       30560.39
1955    33    1921       28881.61
1955    34    1921       30404.03
1955    34    1920       28339.27
1955    35    1920       29345.42
1955    35    1919       25046.57
1955    36    1919       20844.17
1955    36    1918       16593.58
1955    37    1918       15247.86
1955    37    1917       14398.11
1955    38    1917       15998.52
1955    38    1916       16002.13
1955    39    1916       16896.82
1955    39    1915       18456.25
1955    40    1915       22709.01
1955    40    1914       26999.50
1955    41    1914       27595.83
1955    41    1913       27802.29
1955    42    1913       27701.23
1955    42    1912       29057.40
1955    43    1912       28934.77
1955    43    1911       27898.27
1955    44    1911       27773.12
1955    44    1910       29465.45
1955    45    1910       29349.21
1955    45    1909       29282.05
1955    46    1909       29167.86
1955    46    1908       28736.20
1955    47    1908       28648.25
1955    47    1907       28760.09
1955    48    1907       28632.86
1955    48    1906       29057.86
1955    49    1906       28925.58
1955    49    1905       27874.24
1955    50    1905       27737.66
1955    50    1904       28387.16
1955    51    1904       28243.98
1955    51    1903       27763.65
1955    52    1903       27634.76
1955    52    1902       28098.93
1955    53    1902       27936.36
1955    53    1901       27495.19
1955    54    1901       27336.64
1955    54    1900       26837.98
1955    55    1900       26690.22
1955    55    1899       26510.06
1956    12    1944       27057.93
1956    12    1943       26499.16
1956    13    1943       26546.30
1956    13    1942       25698.39
1956    14    1942       27050.87
1956    14    1941       30685.94
1956    15    1941       30865.08
1956    15    1940       31527.76
1956    16    1940       34854.89
1956    16    1939       31885.25
1956    17    1939       31356.22
1956    17    1938       22119.92
1956    18    1938       21327.23
1956    18    1937       19226.19
1956    19    1937       19864.31
1956    19    1936       19237.12
1956    20    1936       20164.04
1956    20    1935       19187.39
1956    21    1935       20159.14
1956    21    1934       19647.14
1956    22    1934       20617.99
1956    22    1933       20046.86
1956    23    1933       21291.97
1956    23    1932       21162.79
1956    24    1932       22217.64
1956    24    1931       21278.62
1956    25    1931       22846.15
1956    25    1930       22613.73
1956    26    1930       23924.60
1956    26    1929       22447.02
1956    27    1929       23432.95
1956    27    1928       23125.11
1956    28    1928       23980.08
1956    28    1927       22910.68
1956    29    1927       24417.58
1956    29    1926       24763.56
1956    30    1926       26007.53
1956    30    1925       26787.44
1956    31    1925       28131.68
1956    31    1924       27732.54
1956    32    1924       29015.17
1956    32    1923       28638.90
1956    33    1923       30107.67
1956    33    1922       28879.61
1956    34    1922       30374.27
1956    34    1921       28731.97
1956    35    1921       30213.80
1956    35    1920       28200.58
1956    36    1920       29168.97
1956    36    1919       24908.83
1956    37    1919       20712.96
1956    37    1918       16503.14
1956    38    1918       15162.86
1956    38    1917       14323.48
1956    39    1917       15898.80
1956    39    1916       15934.18
1956    40    1916       16813.96
1956    40    1915       18348.99
1956    41    1915       22558.57
1956    41    1914       26875.17
1956    42    1914       27450.44
1956    42    1913       27675.38
1956    43    1913       27556.66
1956    43    1912       28909.49
1956    44    1912       28764.28
1956    44    1911       27743.28
1956    45    1911       27610.44
1956    45    1910       29317.61
1956    46    1910       29168.69
1956    46    1909       29131.02
1956    47    1909       29004.38
1956    47    1908       28609.21
1956    48    1908       28491.18
1956    48    1907       28592.18
1956    49    1907       28454.03
1956    49    1906       28883.19
1956    50    1906       28746.15
1956    50    1905       27691.15
1956    51    1905       27536.71
1956    51    1904       28189.54
1956    52    1904       28016.50
1956    52    1903       27579.17
1956    53    1903       27428.31
1956    53    1902       27870.81
1956    54    1902       27696.47
1956    54    1901       27270.63
1956    55    1901       27104.28
1956    55    1900       26624.78
1957    12    1945       21901.84
1957    12    1944       25513.07
1957    13    1944       27055.87
1957    13    1943       26468.70
1957    14    1943       26521.76
1957    14    1942       25618.13
1957    15    1942       27005.67
1957    15    1941       30581.92
1957    16    1941       30810.83
1957    16    1940       31377.11
1957    17    1940       34778.06
1957    17    1939       31711.78
1957    18    1939       31283.14
1957    18    1938       21925.77
1957    19    1938       21243.90
1957    19    1937       19022.69
1957    20    1937       19768.27
1957    20    1936       18997.96
1957    21    1936       20055.91
1957    21    1935       18914.86
1957    22    1935       20035.84
1957    22    1934       19359.01
1957    23    1934       20484.93
1957    23    1933       19803.03
1957    24    1933       21179.54
1957    24    1932       20932.36
1957    25    1932       22106.42
1957    25    1931       21081.85
1957    26    1931       22747.33
1957    26    1930       22415.40
1957    27    1930       23825.47
1957    27    1929       22273.05
1957    28    1929       23341.18
1957    28    1928       22935.92
1957    29    1928       23887.57
1957    29    1927       22741.42
1957    30    1927       24325.93
1957    30    1926       24577.47
1957    31    1926       25910.87
1957    31    1925       26585.32
1957    32    1925       28026.80
1957    32    1924       27535.83
1957    33    1924       28912.56
1957    33    1923       28452.33
1957    34    1923       30004.85
1957    34    1922       28703.73
1957    35    1922       30271.44
1957    35    1921       28552.20
1957    36    1921       30119.20
1957    36    1920       28031.03
1957    37    1920       29072.08
1957    37    1919       24752.04
1957    38    1919       20636.88
1957    38    1918       16411.14
1957    39    1918       15116.27
1957    39    1917       14234.20
1957    40    1917       15839.71
1957    40    1916       15856.04
1957    41    1916       16757.35
1957    41    1915       18227.43
1957    42    1915       22476.16
1957    42    1914       26733.56
1957    43    1914       27353.67
1957    43    1913       27532.30
1957    44    1913       27461.06
1957    44    1912       28735.56
1957    45    1912       28637.61
1957    45    1911       27578.95
1957    46    1911       27490.16
1957    46    1910       29130.33
1957    47    1910       29026.44
1957    47    1909       28966.28
1957    48    1909       28859.63
1957    48    1908       28448.97
1957    49    1908       28344.26
1957    49    1907       28409.59
1957    50    1907       28303.21
1957    50    1906       28699.88
1957    51    1906       28586.32
1957    51    1905       27485.48
1957    52    1905       27360.12
1957    52    1904       27961.12
1957    53    1904       27832.00
1957    53    1903       27365.67
1957    54    1903       27222.81
1957    54    1902       27631.81
1957    55    1902       27475.41
1957    55    1901       27035.58
1958    12    1946       21676.43
1958    12    1945       18012.16
1958    13    1945       21878.24
1958    13    1944       25511.13
1958    14    1944       27058.96
1958    14    1943       26444.24
1958    15    1943       26496.72
1958    15    1942       25575.33
1958    16    1942       26956.88
1958    16    1941       30528.17
1958    17    1941       30749.55
1958    17    1940       31307.94
1958    18    1940       34685.44
1958    18    1939       31637.86
1958    19    1939       31187.68
1958    19    1938       21840.10
1958    20    1938       21142.82
1958    20    1937       18930.73
1958    21    1937       19655.89
1958    21    1936       18896.09
1958    22    1936       19919.47
1958    22    1935       18799.16
1958    23    1935       19883.12
1958    23    1934       19234.07
1958    24    1934       20330.21
1958    24    1933       19698.46
1958    25    1933       21043.28
1958    25    1932       20827.58
1958    26    1932       21975.64
1958    26    1931       20990.67
1958    27    1931       22634.48
1958    27    1930       22322.53
1958    28    1930       23705.69
1958    28    1929       22185.82
1958    29    1929       23238.64
1958    29    1928       22847.43
1958    30    1928       23776.14
1958    30    1927       22656.07
1958    31    1927       24218.24
1958    31    1926       24486.13
1958    32    1926       25799.30
1958    32    1925       26486.20
1958    33    1925       27907.52
1958    33    1924       27438.44
1958    34    1924       28788.90
1958    34    1923       28355.15
1958    35    1923       29887.62
1958    35    1922       28606.56
1958    36    1922       30147.54
1958    36    1921       28462.80
1958    37    1921       30000.95
1958    37    1920       27937.92
1958    38    1920       28963.47
1958    38    1919       24661.12
1958    39    1919       20553.96
1958    39    1918       16360.73
1958    40    1918       15054.80
1958    40    1917       14181.29
1958    41    1917       15775.87
1958    41    1916       15802.65
1958    42    1916       16694.56
1958    42    1915       18160.84
1958    43    1915       22369.41
1958    43    1914       26639.33
1958    44    1914       27248.30
1958    44    1913       27436.31
1958    45    1913       27346.92
1958    45    1912       28608.75
1958    46    1912       28509.80
1958    46    1911       27454.80
1958    47    1911       27357.36
1958    47    1910       28990.19
1958    48    1910       28876.71
1958    48    1909       28817.04
1958    49    1909       28705.49
1958    49    1908       28299.16
1958    50    1908       28196.38
1958    50    1907       28256.88
1958    51    1907       28128.90
1958    51    1906       28537.23
1958    52    1906       28414.01
1958    52    1905       27308.34
1958    53    1905       27168.45
1958    53    1904       27770.78
1958    54    1904       27607.21
1958    54    1903       27159.54
1958    55    1903       27020.99
1958    55    1902       27403.49
1959    12    1947       27850.66
1959    12    1946       24688.57
1959    13    1946       21677.83
1959    13    1945       17992.76
1959    14    1945       21862.33
1959    14    1944       25514.04
1959    15    1944       27049.18
1959    15    1943       26419.28
1959    16    1943       26472.69
1959    16    1942       25529.12
1959    17    1942       26925.04
1959    17    1941       30467.45
1959    18    1941       30712.38
1959    18    1940       31224.56
1959    19    1940       34633.34
1959    19    1939       31541.32
1959    20    1939       31135.97
1959    20    1938       21736.18
1959    21    1938       21089.07
1959    21    1937       18823.11
1959    22    1937       19598.17
1959    22    1936       18767.53
1959    23    1936       19853.56
1959    23    1935       18655.88
1959    24    1935       19809.86
1959    24    1934       19088.79
1959    25    1934       20249.75
1959    25    1933       19571.72
1959    26    1933       20974.88
1959    26    1932       20704.36
1959    27    1932       21908.70
1959    27    1931       20886.52
1959    28    1931       22571.55
1959    28    1930       22210.31
1959    29    1930       23642.19
1959    29    1929       22088.36
1959    30    1929       23182.24
1959    30    1928       22740.86
1959    31    1928       23713.78
1959    31    1927       22555.76
1959    32    1927       24155.07
1959    32    1926       24380.70
1959    33    1926       25731.43
1959    33    1925       26373.48
1959    34    1925       27832.97
1959    34    1924       27321.10
1959    35    1924       28707.32
1959    35    1923       28244.38
1959    36    1923       29807.42
1959    36    1922       28489.46
1959    37    1922       30071.44
1959    37    1921       28351.05
1959    38    1921       29920.23
1959    38    1920       27833.53
1959    39    1920       28873.21
1959    39    1919       24562.04
1959    40    1919       20496.56
1959    40    1918       16294.20
1959    41    1918       15005.82
1959    41    1917       14124.13
1959    42    1917       15721.52
1959    42    1916       15743.44
1959    43    1916       16644.64
1959    43    1915       18074.59
1959    44    1915       22286.44
1959    44    1914       26536.70
1959    45    1914       27155.08
1959    45    1913       27318.56
1959    46    1913       27239.07
1959    46    1912       28477.57
1959    47    1912       28398.23
1959    47    1911       27321.89
1959    48    1911       27231.71
1959    48    1910       28840.38
1959    49    1910       28752.88
1959    49    1909       28661.88
1959    50    1909       28577.69
1959    50    1908       28151.85
1959    51    1908       28047.72
1959    51    1907       28081.05
1959    52    1907       27972.64
1959    52    1906       28362.97
1959    53    1906       28238.11
1959    53    1905       27113.28
1959    54    1905       27005.92
1959    54    1904       27547.92
1959    55    1904       27413.92
1959    55    1903       26953.76
1960    12    1948       26645.82
1960    12    1947       25944.34
1960    13    1947       27828.40
1960    13    1946       24690.17
1960    14    1946       21672.69
1960    14    1945       17979.67
1960    15    1945       21848.06
1960    15    1944       25504.82
1960    16    1944       27032.71
1960    16    1943       26395.31
1960    17    1943       26461.67
1960    17    1942       25498.96
1960    18    1942       26914.25
1960    18    1941       30430.62
1960    19    1941       30695.80
1960    19    1940       31177.66
1960    20    1940       34610.71
1960    20    1939       31489.03
1960    21    1939       31104.65
1960    21    1938       21680.93
1960    22    1938       21060.97
1960    22    1937       18767.83
1960    23    1937       19554.24
1960    23    1936       18705.44
1960    24    1936       19800.01
1960    24    1935       18587.14
1960    25    1935       19759.30
1960    25    1934       19013.25
1960    26    1934       20198.69
1960    26    1933       19508.12
1960    27    1933       20922.56
1960    27    1932       20641.30
1960    28    1932       21856.18
1960    28    1931       20828.45
1960    29    1931       22516.42
1960    29    1930       22150.81
1960    30    1930       23591.08
1960    30    1929       22034.76
1960    31    1929       23128.41
1960    31    1928       22681.22
1960    32    1928       23657.56
1960    32    1927       22496.93
1960    33    1927       24097.08
1960    33    1926       24316.57
1960    34    1926       25672.31
1960    34    1925       26303.03
1960    35    1925       27770.25
1960    35    1924       27243.68
1960    36    1924       28644.73
1960    36    1923       28168.58
1960    37    1923       29750.35
1960    37    1922       28417.56
1960    38    1922       30005.12
1960    38    1921       28274.77
1960    39    1921       29853.39
1960    39    1920       27746.79
1960    40    1920       28796.71
1960    40    1919       24493.44
1960    41    1919       20439.16
1960    41    1918       16241.18
1960    42    1918       14963.56
1960    42    1917       14075.48
1960    43    1917       15670.34
1960    43    1916       15696.36
1960    44    1916       16591.63
1960    44    1915       18007.56
1960    45    1915       22213.44
1960    45    1914       26445.92
1960    46    1914       27051.73
1960    46    1913       27209.42
1960    47    1913       27138.69
1960    47    1912       28365.52
1960    48    1912       28290.52
1960    48    1911       27196.69
1960    49    1911       27100.19
1960    49    1910       28710.85
1960    50    1910       28605.44
1960    50    1909       28533.77
1960    51    1909       28432.58
1960    51    1908       27999.58
1960    52    1908       27882.35
1960    52    1907       27920.51
1960    53    1907       27804.93
1960    53    1906       28182.76
1960    54    1906       28053.27
1960    54    1905       26951.27
1960    55    1905       26815.03
1960    55    1904       27349.19
1961    12    1949       25649.29
1961    12    1948       25475.18
1961    13    1948       26661.67
1961    13    1947       25923.60
1961    14    1947       27823.74
1961    14    1946       24684.31
1961    15    1946       21626.41
1961    15    1945       17967.94
1961    16    1945       21776.18
1961    16    1944       25489.29
1961    17    1944       26933.89
1961    17    1943       26384.33
1961    18    1943       26318.96
1961    18    1942       25488.75
1961    19    1942       26766.33
1961    19    1941       30414.20
1961    20    1941       30537.57
1961    20    1940       31157.29
1961    21    1940       34414.42
1961    21    1939       31457.35
1961    22    1939       30962.95
1961    22    1938       21652.03
1961    23    1938       20980.10
1961    23    1937       18725.76
1961    24    1937       19500.09
1961    24    1936       18654.99
1961    25    1936       19792.29
1961    25    1935       18539.70
1961    26    1935       19751.56
1961    26    1934       18965.31
1961    27    1934       20189.41
1961    27    1933       19459.44
1961    28    1933       20905.98
1961    28    1932       20591.82
1961    29    1932       21846.91
1961    29    1931       20777.58
1961    30    1931       22516.42
1961    30    1930       22102.92
1961    31    1930       23566.30
1961    31    1929       21983.59
1961    32    1929       23097.14
1961    32    1928       22627.44
1961    33    1928       23634.05
1961    33    1927       22442.92
1961    34    1927       24079.99
1961    34    1926       24260.69
1961    35    1926       25637.35
1961    35    1925       26243.75
1961    36    1925       27728.09
1961    36    1924       27184.27
1961    37    1924       28602.14
1961    37    1923       28114.65
1961    38    1923       29687.62
1961    38    1922       28354.88
1961    39    1922       29939.82
1961    39    1921       28211.61
1961    40    1921       29820.49
1961    40    1920       27673.29
1961    41    1920       28727.36
1961    41    1919       24424.84
1961    42    1919       20394.51
1961    42    1918       16195.44
1961    43    1918       14937.15
1961    43    1917       14029.66
1961    44    1917       15642.38
1961    44    1916       15646.37
1961    45    1916       16547.37
1961    45    1915       17948.56
1961    46    1915       22157.57
1961    46    1914       26345.27
1961    47    1914       26970.67
1961    47    1913       27109.30
1961    48    1913       27044.21
1961    48    1912       28254.04
1961    49    1912       28178.08
1961    49    1911       27059.75
1961    50    1911       27012.98
1961    50    1910       28563.65
1961    51    1910       28472.51
1961    51    1909       28384.34
1961    52    1909       28288.42
1961    52    1908       27829.42
1961    53    1908       27726.35
1961    53    1907       27750.18
1961    54    1907       27636.76
1961    54    1906       27993.10
1961    55    1906       27869.52
1961    55    1905       26752.18
1962    12    1950       24606.95
1962    12    1949       23223.71
1962    13    1949       25699.15
1962    13    1948       25490.33
1962    14    1948       26682.63
1962    14    1947       25919.26
1962    15    1947       27822.70
1962    15    1946       24631.59
1962    16    1946       21573.58
1962    16    1945       17908.82
1962    17    1945       21675.76
1962    17    1944       25396.11
1962    18    1944       26791.32
1962    18    1943       26242.04
1962    19    1943       26150.22
1962    19    1942       25348.67
1962    20    1942       26611.22
1962    20    1941       30257.43
1962    21    1941       30377.84
1962    21    1940       30980.58
1962    22    1940       34242.86
1962    22    1939       31314.05
1962    23    1939       30855.56
1962    23    1938       21568.90
1962    24    1938       20934.74
1962    24    1937       18673.91
1962    25    1937       19522.06
1962    25    1936       18647.71
1962    26    1936       19790.74
1962    26    1935       18532.44
1962    27    1935       19763.95
1962    27    1934       18956.59
1962    28    1934       20202.82
1962    28    1933       19444.02
1962    29    1933       20914.78
1962    29    1932       20583.09
1962    30    1932       21859.79
1962    30    1931       20777.58
1962    31    1931       22533.58
1962    31    1930       22079.70
1962    32    1930       23551.84
1962    32    1929       21953.86
1962    33    1929       23081.24
1962    33    1928       22604.95
1962    34    1928       23626.38
1962    34    1927       22427.01
1962    35    1927       24074.30
1962    35    1926       24227.65
1962    36    1926       25613.18
1962    36    1925       26203.91
1962    37    1925       27692.61
1962    37    1924       27143.86
1962    38    1924       28549.81
1962    38    1923       28055.38
1962    39    1923       29616.67
1962    39    1922       28293.18
1962    40    1922       29892.01
1962    40    1921       28180.51
1962    41    1921       29780.38
1962    41    1920       27606.64
1962    42    1920       28660.05
1962    42    1919       24371.49
1962    43    1919       20352.14
1962    43    1918       16166.85
1962    44    1918       14900.17
1962    44    1917       14004.62
1962    45    1917       15618.64
1962    45    1916       15604.63
1962    46    1916       16480.97
1962    46    1915       17903.43
1962    47    1915       22096.18
1962    47    1914       26266.33
1962    48    1914       26863.27
1962    48    1913       27010.30
1962    49    1913       26945.44
1962    49    1912       28139.27
1962    50    1912       28061.03
1962    50    1911       26973.70
1962    51    1911       26921.70
1962    51    1910       28427.87
1962    52    1910       28315.73
1962    52    1909       28234.56
1962    53    1909       28112.15
1962    53    1908       27674.65
1962    54    1908       27542.42
1962    54    1907       27576.59
1962    55    1907       27471.72
1962    55    1906       27809.05
1963    12    1951       23922.58
1963    12    1950       23124.05
1963    13    1950       24717.27
1963    13    1949       23268.85
1963    14    1949       25757.92
1963    14    1948       25510.37
1963    15    1948       26714.84
1963    15    1947       25918.30
1963    16    1947       27830.98
1963    16    1946       24571.42
1963    17    1946       21526.83
