"country","data_source","cohort_from","cohort_to","edu_eurrep","edu_from","edu_to","sex","origin","stat","value"
"Chile","Census 2002",1896,1896,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",4
"Chile","Census 2002",1896,1896,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",4
"Chile","Census 2002",1896,1896,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",8
"Chile","Census 2002",1896,1896,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",23
"Chile","Census 2002",1896,1896,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",53
"Chile","Census 2002",1896,1896,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",3
"Chile","Census 2002",1896,1896,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",4
"Chile","Census 2002",1896,1896,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",4
"Chile","Census 2002",1896,1896,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",2
"Chile","Census 2002",1896,1896,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",4
"Chile","Census 2002",1896,1896,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",1
"Chile","Census 2002",1896,1896,"Level 2","ISCED3C","ISCED4A","F","Total","parity_6",1
"Chile","Census 2002",1896,1896,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",1
"Chile","Census 2002",1896,1896,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",20
"Chile","Census 2002",1896,1896,"Level 4","ISCED5B","ISCED6","F","Total","children_total",4
"Chile","Census 2002",1897,1897,"Level 1","ISCED0","ISCED1","F","Total","children_total",90
"Chile","Census 2002",1897,1897,"Level 1","ISCED0","ISCED1","F","Total","parity_0",1
"Chile","Census 2002",1897,1897,"Level 1","ISCED0","ISCED1","F","Total","parity_3",1
"Chile","Census 2002",1897,1897,"Level 1","ISCED0","ISCED1","F","Total","parity_5",3
"Chile","Census 2002",1897,1897,"Level 1","ISCED0","ISCED1","F","Total","parity_6",3
"Chile","Census 2002",1897,1897,"Level 1","ISCED0","ISCED1","F","Total","parity_7",1
"Chile","Census 2002",1897,1897,"Level 1","ISCED0","ISCED1","F","Total","parity_8",4
"Chile","Census 2002",1897,1897,"Level 1","ISCED0","ISCED1","F","Total","women_total",13
"Chile","Census 2002",1897,1897,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",79
"Chile","Census 2002",1897,1897,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",1
"Chile","Census 2002",1897,1897,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",1
"Chile","Census 2002",1897,1897,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",3
"Chile","Census 2002",1897,1897,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",1
"Chile","Census 2002",1897,1897,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",2
"Chile","Census 2002",1897,1897,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",1
"Chile","Census 2002",1897,1897,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",2
"Chile","Census 2002",1897,1897,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",4
"Chile","Census 2002",1897,1897,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",15
"Chile","Census 2002",1897,1897,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",35
"Chile","Census 2002",1897,1897,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",5
"Chile","Census 2002",1897,1897,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",2
"Chile","Census 2002",1897,1897,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",1
"Chile","Census 2002",1897,1897,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",2
"Chile","Census 2002",1897,1897,"Level 2","ISCED3C","ISCED4A","F","Total","parity_6",1
"Chile","Census 2002",1897,1897,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",1
"Chile","Census 2002",1897,1897,"Level 2","ISCED3C","ISCED4A","F","Total","parity_unknown",2
"Chile","Census 2002",1897,1897,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",14
"Chile","Census 2002",1897,1897,"Level 4","ISCED5B","ISCED6","F","Total","children_total",17
"Chile","Census 2002",1897,1897,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",1
"Chile","Census 2002",1897,1897,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",1
"Chile","Census 2002",1897,1897,"Level 4","ISCED5B","ISCED6","F","Total","parity_4",1
"Chile","Census 2002",1897,1897,"Level 4","ISCED5B","ISCED6","F","Total","parity_8",1
"Chile","Census 2002",1897,1897,"Level 4","ISCED5B","ISCED6","F","Total","women_total",4
"Chile","Census 2002",1898,1898,"Level 1","ISCED0","ISCED1","F","Total","children_total",193
"Chile","Census 2002",1898,1898,"Level 1","ISCED0","ISCED1","F","Total","parity_2",1
"Chile","Census 2002",1898,1898,"Level 1","ISCED0","ISCED1","F","Total","parity_3",2
"Chile","Census 2002",1898,1898,"Level 1","ISCED0","ISCED1","F","Total","parity_4",1
"Chile","Census 2002",1898,1898,"Level 1","ISCED0","ISCED1","F","Total","parity_5",2
"Chile","Census 2002",1898,1898,"Level 1","ISCED0","ISCED1","F","Total","parity_7",3
"Chile","Census 2002",1898,1898,"Level 1","ISCED0","ISCED1","F","Total","parity_8",15
"Chile","Census 2002",1898,1898,"Level 1","ISCED0","ISCED1","F","Total","women_total",24
"Chile","Census 2002",1898,1898,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",111
"Chile","Census 2002",1898,1898,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",1
"Chile","Census 2002",1898,1898,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",3
"Chile","Census 2002",1898,1898,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",3
"Chile","Census 2002",1898,1898,"Level 1","ISCED2C","ISCED2A","F","Total","parity_4",7
"Chile","Census 2002",1898,1898,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",3
"Chile","Census 2002",1898,1898,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",1
"Chile","Census 2002",1898,1898,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",2
"Chile","Census 2002",1898,1898,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",4
"Chile","Census 2002",1898,1898,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",24
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",67
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",3
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",6
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",4
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",2
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",3
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",1
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","parity_6",2
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",2
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","parity_unknown",1
"Chile","Census 2002",1898,1898,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",24
"Chile","Census 2002",1898,1898,"Level 4","ISCED5B","ISCED6","F","Total","children_total",3
"Chile","Census 2002",1898,1898,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",2
"Chile","Census 2002",1898,1898,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",1
"Chile","Census 2002",1898,1898,"Level 4","ISCED5B","ISCED6","F","Total","parity_2",1
"Chile","Census 2002",1898,1898,"Level 4","ISCED5B","ISCED6","F","Total","women_total",4
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","children_total",182
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_0",3
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_1",1
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_2",1
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_3",4
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_5",2
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_6",4
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_7",2
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_8",12
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_unknown",1
"Chile","Census 2002",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","women_total",30
"Chile","Census 2002",1899,1899,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",146
"Chile","Census 2002",1899,1899,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",4
"Chile","Census 2002",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",80
"Chile","Census 2002",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",1
"Chile","Census 2002",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",3
"Chile","Census 2002",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",4
"Chile","Census 2002",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",5
"Chile","Census 2002",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",5
"Chile","Census 2002",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","parity_6",1
"Chile","Census 2002",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","parity_7",1
"Chile","Census 2002",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",2
"Chile","Census 2002",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",22
"Chile","Census 2002",1899,1899,"Level 4","ISCED5B","ISCED6","F","Total","children_total",25
"Chile","Census 2002",1899,1899,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",4
"Chile","Census 2002",1899,1899,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",2
"Chile","Census 2002",1899,1899,"Level 4","ISCED5B","ISCED6","F","Total","parity_2",3
"Chile","Census 2002",1899,1899,"Level 4","ISCED5B","ISCED6","F","Total","parity_4",1
"Chile","Census 2002",1899,1899,"Level 4","ISCED5B","ISCED6","F","Total","parity_8",1
"Chile","Census 2002",1899,1899,"Level 4","ISCED5B","ISCED6","F","Total","women_total",11
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","children_total",206
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_1",2
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_2",1
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_3",2
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_4",3
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_5",3
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_6",4
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_7",2
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_8",12
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_unknown",1
"Chile","Census 2002",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","women_total",30
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",216
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",1
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",8
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",5
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",7
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_4",8
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",6
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",3
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",4
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",6
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_unknown",3
"Chile","Census 2002",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",51
"Chile","Census 2002",1900,1900,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",114
"Chile","Census 2002",1900,1900,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",5
"Chile","Census 2002",1900,1900,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",6
"Chile","Census 2002",1900,1900,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",6
"Chile","Census 2002",1900,1900,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",10
"Chile","Census 2002",1900,1900,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",3
"Chile","Census 2002",1900,1900,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",3
"Chile","Census 2002",1900,1900,"Level 2","ISCED3C","ISCED4A","F","Total","parity_7",1
"Chile","Census 2002",1900,1900,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",3
"Chile","Census 2002",1900,1900,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",37
"Chile","Census 2002",1900,1900,"Level 4","ISCED5B","ISCED6","F","Total","children_total",10
"Chile","Census 2002",1900,1900,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",2
"Chile","Census 2002",1900,1900,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",2
"Chile","Census 2002",1900,1900,"Level 4","ISCED5B","ISCED6","F","Total","parity_3",1
"Chile","Census 2002",1900,1900,"Level 4","ISCED5B","ISCED6","F","Total","parity_5",1
"Chile","Census 2002",1900,1900,"Level 4","ISCED5B","ISCED6","F","Total","women_total",6
"Chile","Census 2002",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","children_total",386
"Chile","Census 2002",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_1",1
"Chile","Census 2002",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_2",4
"Chile","Census 2002",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_3",3
"Chile","Census 2002",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_4",4
"Chile","Census 2002",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_5",4
"Chile","Census 2002",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_6",3
"Chile","Census 2002",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_7",8
"Chile","Census 2002",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_8",24
"Chile","Census 2002",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","women_total",51
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",374
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",6
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",9
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",5
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",6
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","parity_4",9
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",6
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",6
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",7
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",18
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","parity_unknown",1
"Chile","Census 2002",1901,1901,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",73
"Chile","Census 2002",1901,1901,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",177
"Chile","Census 2002",1901,1901,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",4
"Chile","Census 2002",1901,1901,"Level 2","ISCED3C","ISCED4A","F","Total","parity_unknown",1
"Chile","Census 2002",1901,1901,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",45
"Chile","Census 2002",1901,1901,"Level 4","ISCED5B","ISCED6","F","Total","children_total",12
"Chile","Census 2002",1901,1901,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",2
"Chile","Census 2002",1901,1901,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",1
