"country","data_source","cohort_from","cohort_to","edu_eurrep","edu_from","edu_to","sex","origin","stat","value"
"Brazil","Census 2010",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_6",1
"Brazil","Census 2010",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_7",1
"Brazil","Census 2010",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","parity_8",2
"Brazil","Census 2010",1899,1899,"Level 1","ISCED0","ISCED1","F","Total","women_total",5
"Brazil","Census 2010",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",2
"Brazil","Census 2010",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",1
"Brazil","Census 2010",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",1
"Brazil","Census 2010",1899,1899,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",2
"Brazil","Census 2010",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","children_total",99
"Brazil","Census 2010",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_0",7
"Brazil","Census 2010",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_1",3
"Brazil","Census 2010",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_2",2
"Brazil","Census 2010",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_4",1
"Brazil","Census 2010",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_5",1
"Brazil","Census 2010",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_6",1
"Brazil","Census 2010",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_7",1
"Brazil","Census 2010",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","parity_8",7
"Brazil","Census 2010",1900,1900,"Level 1","ISCED0","ISCED1","F","Total","women_total",23
"Brazil","Census 2010",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",0
"Brazil","Census 2010",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",1
"Brazil","Census 2010",1900,1900,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",1
"Brazil","Census 2010",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","children_total",102
"Brazil","Census 2010",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_0",5
"Brazil","Census 2010",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_1",1
"Brazil","Census 2010",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_3",1
"Brazil","Census 2010",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_4",1
"Brazil","Census 2010",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_5",2
"Brazil","Census 2010",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_6",3
"Brazil","Census 2010",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_7",1
"Brazil","Census 2010",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","parity_8",6
"Brazil","Census 2010",1901,1901,"Level 1","ISCED0","ISCED1","F","Total","women_total",20
"Brazil","Census 2010",1902,1902,"Level 1","ISCED0","ISCED1","F","Total","children_total",278
"Brazil","Census 2010",1902,1902,"Level 1","ISCED0","ISCED1","F","Total","parity_0",2
"Brazil","Census 2010",1902,1902,"Level 1","ISCED0","ISCED1","F","Total","parity_1",3
"Brazil","Census 2010",1902,1902,"Level 1","ISCED0","ISCED1","F","Total","parity_3",6
"Brazil","Census 2010",1902,1902,"Level 1","ISCED0","ISCED1","F","Total","parity_4",2
"Brazil","Census 2010",1902,1902,"Level 1","ISCED0","ISCED1","F","Total","parity_5",1
"Brazil","Census 2010",1902,1902,"Level 1","ISCED0","ISCED1","F","Total","parity_6",4
"Brazil","Census 2010",1902,1902,"Level 1","ISCED0","ISCED1","F","Total","parity_7",4
"Brazil","Census 2010",1902,1902,"Level 1","ISCED0","ISCED1","F","Total","parity_8",17
"Brazil","Census 2010",1902,1902,"Level 1","ISCED0","ISCED1","F","Total","women_total",39
"Brazil","Census 2010",1902,1902,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",1
"Brazil","Census 2010",1902,1902,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",1
"Brazil","Census 2010",1902,1902,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",1
"Brazil","Census 2010",1902,1902,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",11
"Brazil","Census 2010",1902,1902,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",1
"Brazil","Census 2010",1902,1902,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",1
"Brazil","Census 2010",1902,1902,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",2
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","children_total",231
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","parity_0",9
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","parity_1",3
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","parity_2",5
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","parity_3",2
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","parity_4",4
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","parity_5",2
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","parity_6",2
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","parity_7",4
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","parity_8",13
"Brazil","Census 2010",1903,1903,"Level 1","ISCED0","ISCED1","F","Total","women_total",44
"Brazil","Census 2010",1903,1903,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",8
"Brazil","Census 2010",1903,1903,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",1
"Brazil","Census 2010",1903,1903,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",1
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","children_total",344
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","parity_0",20
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","parity_1",3
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","parity_2",2
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","parity_3",6
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","parity_4",9
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","parity_5",4
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","parity_6",5
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","parity_7",9
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","parity_8",14
"Brazil","Census 2010",1904,1904,"Level 1","ISCED0","ISCED1","F","Total","women_total",72
"Brazil","Census 2010",1904,1904,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",0
"Brazil","Census 2010",1904,1904,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",1
"Brazil","Census 2010",1904,1904,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",1
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","children_total",690
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","parity_0",18
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","parity_1",12
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","parity_2",9
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","parity_3",9
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","parity_4",10
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","parity_5",12
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","parity_6",6
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","parity_7",4
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","parity_8",43
"Brazil","Census 2010",1905,1905,"Level 1","ISCED0","ISCED1","F","Total","women_total",123
"Brazil","Census 2010",1905,1905,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",10
"Brazil","Census 2010",1905,1905,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",2
"Brazil","Census 2010",1905,1905,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",1
"Brazil","Census 2010",1905,1905,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",1
"Brazil","Census 2010",1905,1905,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",1
"Brazil","Census 2010",1905,1905,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",5
"Brazil","Census 2010",1905,1905,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",9
"Brazil","Census 2010",1905,1905,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",1
"Brazil","Census 2010",1905,1905,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",1
"Brazil","Census 2010",1905,1905,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",2
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","children_total",952
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","parity_0",26
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","parity_1",7
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","parity_2",7
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","parity_3",15
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","parity_4",10
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","parity_5",14
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","parity_6",11
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","parity_7",13
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","parity_8",59
"Brazil","Census 2010",1906,1906,"Level 1","ISCED0","ISCED1","F","Total","women_total",162
"Brazil","Census 2010",1906,1906,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",9
"Brazil","Census 2010",1906,1906,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",1
"Brazil","Census 2010",1906,1906,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",1
"Brazil","Census 2010",1906,1906,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",2
"Brazil","Census 2010",1906,1906,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",28
"Brazil","Census 2010",1906,1906,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",1
"Brazil","Census 2010",1906,1906,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",1
"Brazil","Census 2010",1906,1906,"Level 2","ISCED3C","ISCED4A","F","Total","parity_7",1
"Brazil","Census 2010",1906,1906,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",1
"Brazil","Census 2010",1906,1906,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",4
"Brazil","Census 2010",1906,1906,"Level 4","ISCED5B","ISCED6","F","Total","children_total",15
"Brazil","Census 2010",1906,1906,"Level 4","ISCED5B","ISCED6","F","Total","parity_8",1
"Brazil","Census 2010",1906,1906,"Level 4","ISCED5B","ISCED6","F","Total","women_total",1
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","children_total",1206
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","parity_0",29
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","parity_1",12
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","parity_2",15
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","parity_3",12
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","parity_4",16
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","parity_5",16
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","parity_6",6
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","parity_7",12
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","parity_8",79
"Brazil","Census 2010",1907,1907,"Level 1","ISCED0","ISCED1","F","Total","women_total",197
"Brazil","Census 2010",1907,1907,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",28
"Brazil","Census 2010",1907,1907,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",2
"Brazil","Census 2010",1907,1907,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",2
"Brazil","Census 2010",1907,1907,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",4
"Brazil","Census 2010",1907,1907,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",4
"Brazil","Census 2010",1907,1907,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",1
"Brazil","Census 2010",1907,1907,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",1
"Brazil","Census 2010",1907,1907,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",2
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","children_total",1301
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","parity_0",25
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","parity_1",14
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","parity_2",18
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","parity_3",7
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","parity_4",18
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","parity_5",25
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","parity_6",13
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","parity_7",13
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","parity_8",79
"Brazil","Census 2010",1908,1908,"Level 1","ISCED0","ISCED1","F","Total","women_total",212
"Brazil","Census 2010",1908,1908,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",26
"Brazil","Census 2010",1908,1908,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",2
"Brazil","Census 2010",1908,1908,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",3
"Brazil","Census 2010",1908,1908,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",3
"Brazil","Census 2010",1908,1908,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",1
"Brazil","Census 2010",1908,1908,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",1
"Brazil","Census 2010",1908,1908,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",10
"Brazil","Census 2010",1908,1908,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",14
"Brazil","Census 2010",1908,1908,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",3
"Brazil","Census 2010",1908,1908,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",1
"Brazil","Census 2010",1908,1908,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",2
"Brazil","Census 2010",1908,1908,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",6
"Brazil","Census 2010",1908,1908,"Level 4","ISCED5B","ISCED6","F","Total","children_total",6
"Brazil","Census 2010",1908,1908,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",1
"Brazil","Census 2010",1908,1908,"Level 4","ISCED5B","ISCED6","F","Total","parity_6",1
"Brazil","Census 2010",1908,1908,"Level 4","ISCED5B","ISCED6","F","Total","women_total",2
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","children_total",1449
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","parity_0",32
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","parity_1",15
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","parity_2",21
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","parity_3",29
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","parity_4",31
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","parity_5",22
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","parity_6",19
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","parity_7",24
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","parity_8",71
"Brazil","Census 2010",1909,1909,"Level 1","ISCED0","ISCED1","F","Total","women_total",264
"Brazil","Census 2010",1909,1909,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",10
"Brazil","Census 2010",1909,1909,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",1
"Brazil","Census 2010",1909,1909,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",1
"Brazil","Census 2010",1909,1909,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",1
"Brazil","Census 2010",1909,1909,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",1
"Brazil","Census 2010",1909,1909,"Level 1","ISCED2C","ISCED2A","F","Total","parity_4",1
"Brazil","Census 2010",1909,1909,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",5
"Brazil","Census 2010",1909,1909,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",22
"Brazil","Census 2010",1909,1909,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",1
"Brazil","Census 2010",1909,1909,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",2
"Brazil","Census 2010",1909,1909,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",1
"Brazil","Census 2010",1909,1909,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",4
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","children_total",3106
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","parity_0",92
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","parity_1",34
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","parity_2",31
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","parity_3",36
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","parity_4",49
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","parity_5",42
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","parity_6",43
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","parity_7",33
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","parity_8",184
"Brazil","Census 2010",1910,1910,"Level 1","ISCED0","ISCED1","F","Total","women_total",544
"Brazil","Census 2010",1910,1910,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",40
"Brazil","Census 2010",1910,1910,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",2
"Brazil","Census 2010",1910,1910,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",3
"Brazil","Census 2010",1910,1910,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",3
"Brazil","Census 2010",1910,1910,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",1
"Brazil","Census 2010",1910,1910,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",1
"Brazil","Census 2010",1910,1910,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",2
"Brazil","Census 2010",1910,1910,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",1
"Brazil","Census 2010",1910,1910,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",13
"Brazil","Census 2010",1910,1910,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",23
"Brazil","Census 2010",1910,1910,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",5
"Brazil","Census 2010",1910,1910,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",1
"Brazil","Census 2010",1910,1910,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",1
"Brazil","Census 2010",1910,1910,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",2
"Brazil","Census 2010",1910,1910,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",9
"Brazil","Census 2010",1910,1910,"Level 4","ISCED5B","ISCED6","F","Total","children_total",4
