LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IND,MEATCONSUMP,PIG,KG_CAP,A,2001,0.339544039,
IND,MEATCONSUMP,PIG,KG_CAP,A,2002,0.334597702,
IND,MEATCONSUMP,PIG,KG_CAP,A,2003,0.330505487,
IND,MEATCONSUMP,PIG,KG_CAP,A,2004,0.307409773,
IND,MEATCONSUMP,PIG,KG_CAP,A,2005,0.289765242,
IND,MEATCONSUMP,PIG,KG_CAP,A,2006,0.27148622,
IND,MEATCONSUMP,PIG,KG_CAP,A,2007,0.254098842,
IND,MEATCONSUMP,PIG,KG_CAP,A,2008,0.247236891,
IND,MEATCONSUMP,PIG,KG_CAP,A,2009,0.243496063,
IND,MEATCONSUMP,PIG,KG_CAP,A,2010,0.234359191,
IND,MEATCONSUMP,PIG,KG_CAP,A,2011,0.22793772,
IND,MEATCONSUMP,PIG,KG_CAP,A,2012,0.220908877,
IND,MEATCONSUMP,PIG,KG_CAP,A,2013,0.216020554,
IND,MEATCONSUMP,PIG,KG_CAP,A,2014,0.211260794,
IND,MEATCONSUMP,PIG,KG_CAP,A,2015,0.205069025,
IND,MEATCONSUMP,PIG,KG_CAP,A,2016,0.186444831,
IND,MEATCONSUMP,PIG,KG_CAP,A,2017,0.178431196,
IND,MEATCONSUMP,PIG,KG_CAP,A,2018,0.173330264,
IND,MEATCONSUMP,PIG,KG_CAP,A,2019,0.167764805,
IND,MEATCONSUMP,PIG,KG_CAP,A,2020,0.169324972,
IND,MEATCONSUMP,PIG,KG_CAP,A,2021,0.167123375,
IND,MEATCONSUMP,PIG,KG_CAP,A,2022,0.166583778,
IND,MEATCONSUMP,PIG,KG_CAP,A,2023,0.16464308,
IND,MEATCONSUMP,PIG,KG_CAP,A,2024,0.163188182,
IND,MEATCONSUMP,PIG,KG_CAP,A,2025,0.161506985,
IND,MEATCONSUMP,PIG,KG_CAP,A,2026,0.160821338,
IND,MEATCONSUMP,PIG,KG_CAP,A,2027,0.160459634,
IND,MEATCONSUMP,PIG,KG_CAP,A,2028,0.159326963,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1990,0.395779564,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1991,0.517627172,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1992,0.524666951,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1993,0.579152382,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1994,0.583737586,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1995,0.58804204,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1996,0.593207312,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1997,0.58633074,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1998,0.639184808,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1999,0.68903739,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2000,0.755260977,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2001,0.790839513,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2002,0.909834841,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2003,0.986480657,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2004,1.0472786,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2005,1.107410599,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2006,1.17704077,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2007,1.335114847,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2008,1.409128401,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2009,1.536168733,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2010,1.588467901,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2011,1.767570147,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2012,1.886054614,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2013,1.977306848,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2014,2.084585751,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2015,2.207429028,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2016,2.278163399,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2017,2.326912411,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2018,2.404907581,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2019,2.455497802,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2020,2.516610743,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2021,2.586378941,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2022,2.652119946,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2023,2.721215621,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2024,2.785764377,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2025,2.858708052,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2026,2.933671017,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2027,3.009402092,
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2028,3.085614389,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.609709103,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.605634544,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.601264076,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.59441818,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.584671623,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.599785122,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.596133424,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.593719912,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.588082885,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.579793897,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.566501298,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.566455847,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.558801266,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.545010544,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.558906955,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.570089419,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2006,0.580660541,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2007,0.590632951,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2008,0.567911169,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2009,0.518204031,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.543104375,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.53190848,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.517708444,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.500208003,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.487977083,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.476586154,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2016,0.480063041,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2017,0.467478776,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2018,0.463540819,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2019,0.462147524,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.465456031,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.464522683,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2022,0.463648114,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2023,0.463386908,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2024,0.462982751,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2025,0.463288845,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2026,0.463474782,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2027,0.463110573,
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2028,0.463338266,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1990,1.180017199,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1991,1.188433848,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1992,1.291629136,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1993,1.474749493,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1994,1.413388952,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1995,1.313609381,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1996,1.460437278,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1997,1.49169961,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1998,1.363491828,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1999,1.289392461,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2000,1.441297935,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2001,1.332841568,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2002,1.304388215,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2003,1.338205259,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2004,1.579148171,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2005,1.312221173,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2006,1.443003295,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2007,1.30303436,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2008,1.453559939,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2009,1.557097797,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2010,1.701777871,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2011,1.720785364,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2012,1.661210317,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2013,1.686592767,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2014,1.737374315,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2015,1.671201351,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2016,1.901289782,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2017,1.890263636,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2018,1.982496354,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2019,1.983905667,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2020,2.014761655,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2021,2.030567672,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2022,2.044999199,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2023,2.071427843,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2024,2.094939567,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2025,2.115064455,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2026,2.140753803,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2027,2.167289199,
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2028,2.192123679,
IDN,MEATCONSUMP,PIG,KG_CAP,A,1990,2.351016667,
IDN,MEATCONSUMP,PIG,KG_CAP,A,1991,2.428598554,
IDN,MEATCONSUMP,PIG,KG_CAP,A,1992,2.435306732,
IDN,MEATCONSUMP,PIG,KG_CAP,A,1993,2.544409571,
IDN,MEATCONSUMP,PIG,KG_CAP,A,1994,2.656770493,
IDN,MEATCONSUMP,PIG,KG_CAP,A,1995,2.26750997,
IDN,MEATCONSUMP,PIG,KG_CAP,A,1996,2.340977798,
IDN,MEATCONSUMP,PIG,KG_CAP,A,1997,2.438116712,
IDN,MEATCONSUMP,PIG,KG_CAP,A,1998,2.357678463,
IDN,MEATCONSUMP,PIG,KG_CAP,A,1999,2.056679635,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2000,1.525628517,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2001,1.521983273,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2002,1.668561023,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2003,1.722219608,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2004,0.677551245,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2005,0.607330618,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2006,0.677506797,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2007,0.772477382,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2008,0.696972154,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2009,0.652684347,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2010,0.68320271,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2011,0.715594322,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2012,0.730366441,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2013,0.930582076,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2014,0.932651545,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2015,1.014408971,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2016,1.033927546,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2017,1.019381355,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2018,1.020445456,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2019,1.005566466,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2020,1.008868957,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2021,1.011134027,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2022,1.016200843,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2023,1.020181191,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2024,1.024682589,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2025,1.028490896,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2026,1.032486852,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2027,1.033796749,
IDN,MEATCONSUMP,PIG,KG_CAP,A,2028,1.03591879,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,1990,2.468272871,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,1991,2.782642786,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,1992,2.566582254,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,1993,3.221588585,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,1994,3.704303137,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,1995,3.917571204,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,1996,4.17829504,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,1997,3.90251687,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,1998,2.645131025,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,1999,2.642035014,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2000,3.4597198,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2001,3.788382205,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2002,4.461362819,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2003,4.531449944,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2004,4.779031449,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2005,4.468748137,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2006,4.934099914,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,5.084994196,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2008,5.167709696,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2009,5.271805511,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2010,5.682699842,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2011,6.066001977,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,6.251539887,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2013,6.542465654,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2014,6.812042634,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,7.052115579,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2016,7.907024852,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2017,7.68344797,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2018,7.56510548,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2019,7.5693057,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2020,7.655302264,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2021,7.804185271,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2022,7.944843707,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2023,8.087936159,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2024,8.240150932,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2025,8.389352507,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2026,8.541455631,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2027,8.684191188,
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2028,8.833965621,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.43781104,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.451564415,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.467173631,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.515282141,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.453736716,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.424550603,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.437282678,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.467992631,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.350895832,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.329908838,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.328042505,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.385949752,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.514071265,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.578402962,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.486813904,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.383347512,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2006,0.539487023,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2007,0.457157145,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2008,0.423878012,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2009,0.47406469,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.415264589,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.408741944,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.391582513,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.377150786,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.381768915,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.382474755,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2016,0.390436382,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2017,0.424614222,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2018,0.43109958,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2019,0.42902954,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.429823117,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.432627446,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2022,0.435464251,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2023,0.439680388,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2024,0.442425702,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2025,0.44459558,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2026,0.446969583,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2027,0.44854629,
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2028,0.449990084,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,1990,4.302124968,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,1991,3.560052233,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,1992,3.435797267,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,1993,3.857931255,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,1994,3.707842824,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,1995,3.569818878,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,1996,4.387569229,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,1997,4.317402983,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,1998,4.265248805,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,1999,3.522537537,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2000,3.29057572,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2001,3.558423389,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2002,3.867254904,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2003,3.809128937,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2004,4.213981561,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2005,3.954134017,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2006,4.725794848,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2007,4.96105241,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2008,4.417891119,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2009,4.443385836,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2010,5.648495946,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2011,5.195211047,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2012,4.543132089,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2013,4.50820094,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2014,4.795929686,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2015,4.97948818,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2016,5.242643808,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2017,5.440986085,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2018,5.404806474,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2019,5.286695017,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2020,5.36441669,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2021,5.440395014,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2022,5.546350509,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2023,5.642639806,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2024,5.739570447,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2025,5.81812421,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2026,5.919910746,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2027,6.015868427,
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2028,6.120654037,
IRN,MEATCONSUMP,PIG,KG_CAP,A,1990,2.63578E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,1991,2.58298E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,1992,2.54374E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,1993,2.51224E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,1994,2.48137E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,1995,2.44653E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,1996,2.4065E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,1997,2.36324E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,1998,2.31923E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,1999,2.2778E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2000,2.24098E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2001,2.20876E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2002,9.29346E-05,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2003,0.001032629,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2004,0.000213999,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2005,0.001186252,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2006,0.002114593,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2007,0.002026042,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2008,0.002185419,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2009,0.002520344,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2010,0.002030348,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2011,0.000269672,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2012,1.93843E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2013,1.91385E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2014,1.89004E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2015,1.86743E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2016,1.8461E-06,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2017,0.016549923,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2018,0.017120452,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2019,0.016953212,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2020,0.016797776,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2021,0.016654141,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2022,0.0165221,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2023,0.016401081,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2024,0.016290338,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2025,0.01618911,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2026,0.016097026,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2027,0.016013475,
IRN,MEATCONSUMP,PIG,KG_CAP,A,2028,0.01593716,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1990,6.185930774,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1991,6.701506914,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1992,8.556027914,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1993,9.381750874,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1994,9.368177486,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1995,9.566512349,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1996,9.745819944,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1997,10.2110954,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1998,10.29421988,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1999,10.21087102,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2000,11.04653337,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2001,11.63310812,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2002,12.22169497,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2003,14.152378,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2004,14.80196012,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2005,15.43446927,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2006,16.75625323,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,18.38123745,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2008,18.9305463,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2009,19.28167894,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2010,19.83611262,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2011,21.33957293,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,21.82861162,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2013,22.28882923,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2014,22.2963271,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,22.33677502,
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2016,22.69481914,
