United States, Period fertility rates by calendar year, age and birth cohort (Lexis triangles)
Last modified: 17/04/2019
Year   Age   Cohort      ASFR
1950   37     1912    0.04798
1950   38     1912    0.04436
1950   38     1911    0.04182
1950   39     1911    0.03592
1950   39     1910    0.03326
1950   40     1910    0.02865
1950   40     1909    0.02531
1950   41     1909    0.01777
1950   41     1908    0.01611
1950   42     1908    0.01492
1950   42     1907    0.01323
1950   43     1907    0.00930
1950   43     1906    0.00778
1950   44     1906    0.00529
1950   44     1905    0.00438
1950   45     1905    0.00301
1950   45     1904    0.00239
1950   46     1904    0.00142
1950   46     1903    0.00109
1950   47     1903    0.00063
1950   47     1902    0.00049
1950   48     1902    0.00031
1950   48     1901    0.00026
1950   49     1901    0.00020
1950   49     1900    0.00016
1950   50     1900    0.00009
1950   50     1899    0.00007
1950   51     1899    0.00005
1950   51     1898    0.00004
1950   52     1898    0.00002
1950   52     1897    0.00002
1950   53     1897    0.00001
1950   53     1896    0.00001
1950   54     1896    0.00000
1950   54     1895    0.00000
1950   55+       .    0.00000
1951   12-       .    0.00000
1951   13     1938    0.00013
1951   13     1937    0.00042
1951   14     1937    0.00304
1951   14     1936    0.00596
1951   15     1936    0.01206
1951   15     1935    0.01643
1951   16     1935    0.03323
1951   16     1934    0.04411
1951   17     1934    0.06950
1951   17     1933    0.08428
1951   18     1933    0.11594
1951   18     1932    0.13219
1951   19     1932    0.16351
1951   19     1931    0.17625
1951   20     1931    0.19191
1951   20     1930    0.19837
1951   21     1930    0.20893
1951   21     1929    0.21169
1951   22     1929    0.21240
1951   22     1928    0.21287
1951   23     1928    0.21495
1951   23     1927    0.21406
1951   24     1927    0.20908
1951   24     1926    0.20660
1951   25     1926    0.20180
1951   25     1925    0.19837
1951   26     1925    0.19043
1951   26     1924    0.18494
1951   27     1924    0.16997
1951   27     1923    0.16614
1951   28     1923    0.16528
1951   28     1922    0.16140
1951   29     1922    0.14837
1951   29     1921    0.14343
1951   30     1921    0.13548
1951   30     1920    0.13064
1951   31     1920    0.11963
1951   31     1919    0.11498
1951   32     1919    0.10683
1951   32     1918    0.10260
1951   33     1918    0.09406
1951   33     1917    0.08997
1951   34     1917    0.08174
1951   34     1916    0.07841
1951   35     1916    0.07290
1951   35     1915    0.06977
1951   36     1915    0.06319
1951   36     1914    0.05978
1951   37     1914    0.05253
1951   37     1913    0.04973
1951   38     1913    0.04530
1951   38     1912    0.04245
1951   39     1912    0.03603
1951   39     1911    0.03340
1951   40     1911    0.02904
1951   40     1910    0.02607
1951   41     1910    0.01956
1951   41     1909    0.01749
1951   42     1909    0.01457
1951   42     1908    0.01282
1951   43     1908    0.00941
1951   43     1907    0.00796
1951   44     1907    0.00556
1951   44     1906    0.00454
1951   45     1906    0.00291
1951   45     1905    0.00234
1951   46     1905    0.00151
1951   46     1904    0.00116
1951   47     1904    0.00062
1951   47     1903    0.00049
1951   48     1903    0.00032
1951   48     1902    0.00025
1951   49     1902    0.00015
1951   49     1901    0.00012
1951   50     1901    0.00010
1951   50     1900    0.00009
1951   51     1900    0.00006
1951   51     1899    0.00005
1951   52     1899    0.00003
1951   52     1898    0.00003
1951   53     1898    0.00002
1951   53     1897    0.00001
1951   54     1897    0.00001
1951   54     1896    0.00000
1951   55+       .    0.00000
1952   12-       .    0.00000
1952   13     1939    0.00013
1952   13     1938    0.00041
1952   14     1938    0.00292
1952   14     1937    0.00568
1952   15     1937    0.01137
1952   15     1936    0.01552
1952   16     1936    0.03257
1952   16     1935    0.04372
1952   17     1935    0.06843
1952   17     1934    0.08307
1952   18     1934    0.11601
1952   18     1933    0.13276
1952   19     1933    0.16388
1952   19     1932    0.17734
1952   20     1932    0.19705
1952   20     1931    0.20434
1952   21     1931    0.21259
1952   21     1930    0.21622
1952   22     1930    0.22427
1952   22     1929    0.22487
1952   23     1929    0.21953
1952   23     1928    0.21762
1952   24     1928    0.21515
1952   24     1927    0.21307
1952   25     1927    0.20827
1952   25     1926    0.20466
1952   26     1926    0.19547
1952   26     1925    0.19048
1952   27     1925    0.17875
1952   27     1924    0.17509
1952   28     1924    0.17239
1952   28     1923    0.16796
1952   29     1923    0.15409
1952   29     1922    0.14894
1952   30     1922    0.14123
1952   30     1921    0.13593
1952   31     1921    0.12234
1952   31     1920    0.11877
1952   32     1920    0.11767
1952   32     1919    0.11274
1952   33     1919    0.09633
1952   33     1918    0.09165
1952   34     1918    0.08663
1952   34     1917    0.08291
1952   35     1917    0.07412
1952   35     1916    0.07054
1952   36     1916    0.06424
1952   36     1915    0.06123
1952   37     1915    0.05541
1952   37     1914    0.05268
1952   38     1914    0.04754
1952   38     1913    0.04455
1952   39     1913    0.03820
1952   39     1912    0.03503
1952   40     1912    0.02899
1952   40     1911    0.02583
1952   41     1911    0.01937
1952   41     1910    0.01763
1952   42     1910    0.01588
1952   42     1909    0.01387
1952   43     1909    0.00938
1952   43     1908    0.00786
1952   44     1908    0.00554
1952   44     1907    0.00456
1952   45     1907    0.00300
1952   45     1906    0.00240
1952   46     1906    0.00151
1952   46     1905    0.00115
1952   47     1905    0.00062
1952   47     1904    0.00049
1952   48     1904    0.00032
1952   48     1903    0.00027
1952   49     1903    0.00021
1952   49     1902    0.00017
1952   50     1902    0.00011
1952   50     1901    0.00009
1952   51     1901    0.00006
1952   51     1900    0.00005
1952   52     1900    0.00003
1952   52     1899    0.00002
1952   53     1899    0.00001
1952   53     1898    0.00001
1952   54     1898    0.00001
1952   54     1897    0.00000
1952   55+       .    0.00000
1953   12-       .    0.00000
1953   13     1940    0.00013
1953   13     1939    0.00042
1953   14     1939    0.00303
1953   14     1938    0.00588
1953   15     1938    0.01160
1953   15     1937    0.01577
1953   16     1937    0.03312
1953   16     1936    0.04454
1953   17     1936    0.07040
1953   17     1935    0.08581
1953   18     1935    0.12022
1953   18     1934    0.13787
1953   19     1934    0.17139
1953   19     1933    0.18548
1953   20     1933    0.20441
1953   20     1932    0.21152
1953   21     1932    0.22016
1953   21     1931    0.22306
1953   22     1931    0.22639
1953   22     1930    0.22787
1953   23     1930    0.23286
1953   23     1929    0.23077
1953   24     1929    0.21716
1953   24     1928    0.21376
1953   25     1928    0.21334
1953   25     1927    0.20980
1953   26     1927    0.19782
1953   26     1926    0.19219
1953   27     1926    0.17989
1953   27     1925    0.17626
1953   28     1925    0.17421
1953   28     1924    0.17026
1953   29     1924    0.15806
1953   29     1923    0.15251
1953   30     1923    0.14203
1953   30     1922    0.13588
1953   31     1922    0.12100
1953   31     1921    0.11743
1953   32     1921    0.11692
1953   32     1920    0.11344
1953   33     1920    0.10242
1953   33     1919    0.09712
1953   34     1919    0.08569
1953   34     1918    0.08190
1953   35     1918    0.07729
1953   35     1917    0.07370
1953   36     1917    0.06494
1953   36     1916    0.06144
1953   37     1916    0.05515
1953   37     1915    0.05256
1953   38     1915    0.04848
1953   38     1914    0.04541
1953   39     1914    0.03810
1953   39     1913    0.03501
1953   40     1913    0.02969
1953   40     1912    0.02650
1953   41     1912    0.01973
1953   41     1911    0.01781
1953   42     1911    0.01547
1953   42     1910    0.01376
1953   43     1910    0.01028
1953   43     1909    0.00853
1953   44     1909    0.00544
1953   44     1908    0.00440
1953   45     1908    0.00288
1953   45     1907    0.00229
1953   46     1907    0.00142
1953   46     1906    0.00111
1953   47     1906    0.00067
1953   47     1905    0.00051
1953   48     1905    0.00028
1953   48     1904    0.00021
1953   49     1904    0.00012
1953   49     1903    0.00010
1953   50     1903    0.00008
1953   50     1902    0.00007
1953   51     1902    0.00006
1953   51     1901    0.00005
1953   52     1901    0.00003
1953   52     1900    0.00002
1953   53     1900    0.00001
1953   53     1899    0.00001
1953   54     1899    0.00001
1953   54     1898    0.00000
1953   55+       .    0.00000
1954   12-       .    0.00000
1954   13     1941    0.00015
1954   13     1940    0.00047
1954   14     1940    0.00339
1954   14     1939    0.00655
1954   15     1939    0.01251
1954   15     1938    0.01681
1954   16     1938    0.03484
1954   16     1937    0.04646
1954   17     1937    0.07187
1954   17     1936    0.08702
1954   18     1936    0.12133
1954   18     1935    0.13964
1954   19     1935    0.17783
1954   19     1934    0.19366
1954   20     1934    0.21285
1954   20     1933    0.22077
1954   21     1933    0.23234
1954   21     1932    0.23621
1954   22     1932    0.24111
1954   22     1931    0.24161
1954   23     1931    0.23934
1954   23     1930    0.23757
1954   24     1930    0.23378
1954   24     1929    0.22967
1954   25     1929    0.21756
1954   25     1928    0.21210
1954   26     1928    0.20187
1954   26     1927    0.19669
1954   27     1927    0.18593
1954   27     1926    0.18189
1954   28     1926    0.17648
1954   28     1925    0.17252
1954   29     1925    0.16285
1954   29     1924    0.15803
1954   30     1924    0.14895
1954   30     1923    0.14228
1954   31     1923    0.12442
1954   31     1922    0.11999
1954   32     1922    0.11804
1954   32     1921    0.11446
1954   33     1921    0.10384
1954   33     1920    0.09969
1954   34     1920    0.09294
1954   34     1919    0.08835
1954   35     1919    0.07717
1954   35     1918    0.07346
1954   36     1918    0.06874
1954   36     1917    0.06509
1954   37     1917    0.05598
1954   37     1916    0.05308
1954   38     1916    0.04935
1954   38     1915    0.04650
1954   39     1915    0.03988
1954   39     1914    0.03665
1954   40     1914    0.03049
1954   40     1913    0.02723
1954   41     1913    0.02063
1954   41     1912    0.01860
1954   42     1912    0.01590
1954   42     1911    0.01397
1954   43     1911    0.01004
1954   43     1910    0.00841
1954   44     1910    0.00575
1954   44     1909    0.00462
1954   45     1909    0.00282
1954   45     1908    0.00225
1954   46     1908    0.00146
1954   46     1907    0.00113
1954   47     1907    0.00064
1954   47     1906    0.00049
1954   48     1906    0.00028
1954   48     1905    0.00023
1954   49     1905    0.00015
1954   49     1904    0.00012
1954   50     1904    0.00009
1954   50     1903    0.00008
1954   51     1903    0.00006
1954   51     1902    0.00005
1954   52     1902    0.00003
1954   52     1901    0.00002
1954   53     1901    0.00001
1954   53     1900    0.00001
1954   54     1900    0.00001
1954   54     1899    0.00000
1954   55+       .    0.00000
1955   12-       .    0.00000
1955   13     1942    0.00013
1955   13     1941    0.00042
1955   14     1941    0.00310
1955   14     1940    0.00612
1955   15     1940    0.01253
1955   15     1939    0.01714
1955   16     1939    0.03474
1955   16     1938    0.04614
1955   17     1938    0.07249
1955   17     1937    0.08785
1955   18     1937    0.12077
1955   18     1936    0.13876
1955   19     1936    0.17840
1955   19     1935    0.19535
1955   20     1935    0.21791
1955   20     1934    0.22701
1955   21     1934    0.23946
1955   21     1933    0.24360
1955   22     1933    0.24832
1955   22     1932    0.24891
1955   23     1932    0.24760
1955   23     1931    0.24506
1955   24     1931    0.23636
1955   24     1930    0.23273
1955   25     1930    0.22816
1955   25     1929    0.22197
1955   26     1929    0.20255
1955   26     1928    0.19585
1955   27     1928    0.18580
1955   27     1927    0.18223
1955   28     1927    0.17918
1955   28     1926    0.17477
1955   29     1926    0.16114
1955   29     1925    0.15613
1955   30     1925    0.14915
1955   30     1924    0.14309
1955   31     1924    0.12638
1955   31     1923    0.12167
1955   32     1923    0.11772
1955   32     1922    0.11356
1955   33     1922    0.10226
1955   33     1921    0.09811
1955   34     1921    0.09143
1955   34     1920    0.08806
1955   35     1920    0.08196
1955   35     1919    0.07745
1955   36     1919    0.06607
1955   36     1918    0.06241
1955   37     1918    0.05740
1955   37     1917    0.05465
1955   38     1917    0.04912
1955   38     1916    0.04617
1955   39     1916    0.04011
1955   39     1915    0.03694
1955   40     1915    0.03076
1955   40     1914    0.02740
1955   41     1914    0.02052
1955   41     1913    0.01845
1955   42     1913    0.01575
1955   42     1912    0.01383
1955   43     1912    0.00992
1955   43     1911    0.00830
1955   44     1911    0.00560
1955   44     1910    0.00460
1955   45     1910    0.00310
1955   45     1909    0.00239
1955   46     1909    0.00129
1955   46     1908    0.00098
1955   47     1908    0.00060
1955   47     1907    0.00046
1955   48     1907    0.00027
1955   48     1906    0.00021
1955   49     1906    0.00014
1955   49     1905    0.00010
1955   50     1905    0.00005
1955   50     1904    0.00004
1955   51     1904    0.00003
1955   51     1903    0.00003
1955   52     1903    0.00002
1955   52     1902    0.00001
1955   53     1902    0.00001
1955   53     1901    0.00001
1955   54     1901    0.00000
1955   54     1900    0.00000
1955   55+       .    0.00000
1956   12-       .    0.00000
1956   13     1943    0.00013
1956   13     1942    0.00042
1956   14     1942    0.00313
1956   14     1941    0.00617
1956   15     1941    0.01254
1956   15     1940    0.01729
1956   16     1940    0.03711
1956   16     1939    0.04992
1956   17     1939    0.07600
1956   17     1938    0.09166
1956   18     1938    0.12858
1956   18     1937    0.14805
1956   19     1937    0.18799
1956   19     1936    0.20509
1956   20     1936    0.22795
1956   20     1935    0.23745
1956   21     1935    0.25170
1956   21     1934    0.25627
1956   22     1934    0.26104
1956   22     1933    0.26143
1956   23     1933    0.25904
1956   23     1932    0.25621
1956   24     1932    0.24768
1956   24     1931    0.24333
1956   25     1931    0.23521
1956   25     1930    0.22933
1956   26     1930    0.21549
1956   26     1929    0.20697
1956   27     1929    0.18510
1956   27     1928    0.18041
1956   28     1928    0.18239
1956   28     1927    0.17854
1956   29     1927    0.16379
1956   29     1926    0.15830
1956   30     1926    0.14989
1956   30     1925    0.14383
1956   31     1925    0.12812
1956   31     1924    0.12383
1956   32     1924    0.12119
1956   32     1923    0.11660
1956   33     1923    0.10281
1956   33     1922    0.09801
1956   34     1922    0.09051
1956   34     1921    0.08711
1956   35     1921    0.08119
1956   35     1920    0.07775
1956   36     1920    0.07061
1956   36     1919    0.06621
1956   37     1919    0.05553
1956   37     1918    0.05304
1956   38     1918    0.05252
1956   38     1917    0.04888
1956   39     1917    0.03778
1956   39     1916    0.03465
1956   40     1916    0.03097
1956   40     1915    0.02786
1956   41     1915    0.02067
1956   41     1914    0.01859
1956   42     1914    0.01591
1956   42     1913    0.01402
1956   43     1913    0.01014
1956   43     1912    0.00852
1956   44     1912    0.00582
1956   44     1911    0.00472
1956   45     1911    0.00298
1956   45     1910    0.00235
1956   46     1910    0.00146
1956   46     1909    0.00108
1956   47     1909    0.00054
1956   47     1908    0.00040
1956   48     1908    0.00024
1956   48     1907    0.00019
1956   49     1907    0.00013
1956   49     1906    0.00010
1956   50     1906    0.00005
1956   50     1905    0.00004
1956   51     1905    0.00003
1956   51     1904    0.00003
1956   52     1904    0.00002
1956   52     1903    0.00001
1956   53     1903    0.00001
1956   53     1902    0.00001
1956   54     1902    0.00000
1956   54     1901    0.00000
1956   55+       .    0.00000
1957   12-       .    0.00000
1957   13     1944    0.00013
1957   13     1943    0.00043
1957   14     1943    0.00310
1957   14     1942    0.00607
1957   15     1942    0.01266
1957   15     1941    0.01753
1957   16     1941    0.03724
1957   16     1940    0.05023
1957   17     1940    0.07910
1957   17     1939    0.09597
1957   18     1939    0.13174
1957   18     1938    0.15118
1957   19     1938    0.19415
1957   19     1937    0.21183
1957   20     1937    0.23277
1957   20     1936    0.24194
1957   21     1936    0.25702
1957   21     1935    0.26217
1957   22     1935    0.26887
1957   22     1934    0.26977
1957   23     1934    0.26760
1957   23     1933    0.26457
1957   24     1933    0.25471
1957   24     1932    0.25020
1957   25     1932    0.24303
1957   25     1931    0.23642
1957   26     1931    0.21802
1957   26     1930    0.21075
1957   27     1930    0.19872
1957   27     1929    0.19274
1957   28     1929    0.18095
1957   28     1928    0.17592
1957   29     1928    0.16756
1957   29     1927    0.16255
1957   30     1927    0.15205
1957   30     1926    0.14535
1957   31     1926    0.12838
1957   31     1925    0.12404
1957   32     1925    0.12202
1957   32     1924    0.11810
1957   33     1924    0.10654
1957   33     1923    0.10153
1957   34     1923    0.09181
1957   34     1922    0.08777
1957   35     1922    0.08087
1957   35     1921    0.07730
1957   36     1921    0.07010
1957   36     1920    0.06659
1957   37     1920    0.05959
1957   37     1919    0.05627
1957   38     1919    0.04980
1957   38     1918    0.04668
1957   39     1918    0.04075
1957   39     1917    0.03746
1957   40     1917    0.03084
1957   40     1916    0.02748
1957   41     1916    0.02076
1957   41     1915    0.01874
1957   42     1915    0.01615
1957   42     1914    0.01421
1957   43     1914    0.01018
1957   43     1913    0.00851
1957   44     1913    0.00573
1957   44     1912    0.00465
1957   45     1912    0.00299
1957   45     1911    0.00235
1957   46     1911    0.00140
1957   46     1910    0.00108
1957   47     1910    0.00064
1957   47     1909    0.00047
1957   48     1909    0.00023
1957   48     1908    0.00018
1957   49     1908    0.00013
1957   49     1907    0.00010
1957   50     1907    0.00005
1957   50     1906    0.00004
1957   51     1906    0.00003
1957   51     1905    0.00002
1957   52     1905    0.00002
1957   52     1904    0.00001
1957   53     1904    0.00001
1957   53     1903    0.00001
1957   54     1903    0.00000
1957   54     1902    0.00000
1957   55+       .    0.00000
1958   12-       .    0.00000
1958   13     1945    0.00014
1958   13     1944    0.00043
1958   14     1944    0.00306
1958   14     1943    0.00592
1958   15     1943    0.01172
1958   15     1942    0.01601
1958   16     1942    0.03465
1958   16     1941    0.04713
1958   17     1941    0.07565
1958   17     1940    0.09270
1958   18     1940    0.12960
1958   18     1939    0.14965
1958   19     1939    0.19252
1958   19     1938    0.21047
1958   20     1938    0.23278
1958   20     1937    0.24161
1958   21     1937    0.25302
1958   21     1936    0.25748
1958   22     1936    0.26524
1958   22     1935    0.26685
1958   23     1935    0.26704
1958   23     1934    0.26467
1958   24     1934    0.25539
1958   24     1933    0.25054
1958   25     1933    0.24102
1958   25     1932    0.23436
1958   26     1932    0.21808
1958   26     1931    0.21062
1958   27     1931    0.19589
1958   27     1930    0.19038
1958   28     1930    0.18321
1958   28     1929    0.17748
1958   29     1929    0.16243
1958   29     1928    0.15716
1958   30     1928    0.15071
1958   30     1927    0.14444
1958   31     1927    0.12669
1958   31     1926    0.12180
1958   32     1926    0.11777
1958   32     1925    0.11375
1958   33     1925    0.10317
1958   33     1924    0.09885
1958   34     1924    0.09131
1958   34     1923    0.08722
1958   35     1923    0.07869
1958   35     1922    0.07471
1958   36     1922    0.06697
1958   36     1921    0.06354
1958   37     1921    0.05681
1958   37     1920    0.05452
1958   38     1920    0.05204
1958   38     1919    0.04837
1958   39     1919    0.03825
1958   39     1918    0.03495
1958   40     1918    0.03029
1958   40     1917    0.02706
1958   41     1917    0.02000
1958   41     1916    0.01790
1958   42     1916    0.01513
1958   42     1915    0.01332
1958   43     1915    0.00973
1958   43     1914    0.00818
1958   44     1914    0.00558
1958   44     1913    0.00452
1958   45     1913    0.00289
1958   45     1912    0.00223
1958   46     1912    0.00125
1958   46     1911    0.00098
1958   47     1911    0.00064
1958   47     1910    0.00049
1958   48     1910    0.00027
1958   48     1909    0.00020
1958   49     1909    0.00010
1958   49     1908    0.00008
1958   50     1908    0.00005
1958   50     1907    0.00004
1958   51     1907    0.00003
1958   51     1906    0.00002
1958   52     1906    0.00002
1958   52     1905    0.00001
1958   53     1905    0.00001
1958   53     1904    0.00001
1958   54     1904    0.00000
1958   54     1903    0.00000
1958   55+       .    0.00000
1959   12-       .    0.00000
1959   13     1946    0.00013
1959   13     1945    0.00043
1959   14     1945    0.00310
1959   14     1944    0.00610
1959   15     1944    0.01235
1959   15     1943    0.01677
1959   16     1943    0.03363
1959   16     1942    0.04467
1959   17     1942    0.07188
1959   17     1941    0.08837
1959   18     1941    0.12628
1959   18     1940    0.14726
1959   19     1940    0.19221
1959   19     1939    0.21166
1959   20     1939    0.23700
1959   20     1938    0.24662
1959   21     1938    0.25771
1959   21     1937    0.26071
1959   22     1937    0.26146
1959   22     1936    0.26215
1959   23     1936    0.26596
1959   23     1935    0.26473
1959   24     1935    0.25749
1959   24     1934    0.25281
1959   25     1934    0.24163
1959   25     1933    0.23490
1959   26     1933    0.21963
1959   26     1932    0.21209
1959   27     1932    0.19654
1959   27     1931    0.19060
1959   28     1931    0.18184
1959   28     1930    0.17700
1959   29     1930    0.16733
1959   29     1929    0.16169
1959   30     1929    0.14953
1959   30     1928    0.14268
1959   31     1928    0.12678
1959   31     1927    0.12194
1959   32     1927    0.11718
1959   32     1926    0.11273
1959   33     1926    0.10096
1959   33     1925    0.09666
1959   34     1925    0.08987
1959   34     1924    0.08636
1959   35     1924    0.07965
1959   35     1923    0.07565
1959   36     1923    0.06671
1959   36     1922    0.06285
1959   37     1922    0.05534
1959   37     1921    0.05293
1959   38     1921    0.05011
1959   38     1920    0.04756
1959   39     1920    0.04154
1959   39     1919    0.03768
1959   40     1919    0.02923
1959   40     1918    0.02600
1959   41     1918    0.02048
1959   41     1917    0.01842
1959   42     1917    0.01522
1959   42     1916    0.01333
1959   43     1916    0.00963
1959   43     1915    0.00815
1959   44     1915    0.00574
1959   44     1914    0.00466
1959   45     1914    0.00291
1959   45     1913    0.00226
1959   46     1913    0.00132
1959   46     1912    0.00101
1959   47     1912    0.00059
1959   47     1911    0.00045
1959   48     1911    0.00027
1959   48     1910    0.00021
1959   49     1910    0.00013
1959   49     1909    0.00009
1959   50     1909    0.00004
1959   50     1908    0.00003
1959   51     1908    0.00002
1959   51     1907    0.00002
1959   52     1907    0.00001
1959   52     1906    0.00001
1959   53     1906    0.00001
1959   53     1905    0.00000
1959   54     1905    0.00000
1959   54     1904    0.00000
1959   55+       .    0.00000
1960   12-       .    0.00000
1960   13     1947    0.00013
1960   13     1946    0.00040
1960   14     1946    0.00302
1960   14     1945    0.00599
1960   15     1945    0.01208
1960   15     1944    0.01652
1960   16     1944    0.03387
1960   16     1943    0.04497
1960   17     1943    0.06924
1960   17     1942    0.08407
1960   18     1942    0.12057
1960   18     1941    0.14120
1960   19     1941    0.18913
1960   19     1940    0.20925
1960   20     1940    0.23094
1960   20     1939    0.24048
1960   21     1939    0.25528
1960   21     1938    0.26024
1960   22     1938    0.26641
1960   22     1937    0.26733
1960   23     1937    0.26572
1960   23     1936    0.26342
1960   24     1936    0.25633
1960   24     1935    0.25211
1960   25     1935    0.24328
1960   25     1934    0.23689
1960   26     1934    0.22097
1960   26     1933    0.21329
1960   27     1933    0.19761
1960   27     1932    0.19140
1960   28     1932    0.18196
1960   28     1931    0.17649
1960   29     1931    0.16448
1960   29     1930    0.15942
1960   30     1930    0.15178
1960   30     1929    0.14477
1960   31     1929    0.12512
1960   31     1928    0.11985
1960   32     1928    0.11577
1960   32     1927    0.11155
1960   33     1927    0.10041
1960   33     1926    0.09597
1960   34     1926    0.08809
1960   34     1925    0.08470
1960   35     1925    0.07906
1960   35     1924    0.07546
1960   36     1924    0.06738
1960   36     1923    0.06335
1960   37     1923    0.05477
1960   37     1922    0.05202
1960   38     1922    0.04857
1960   38     1921    0.04591
1960   39     1921    0.03969
1960   39     1920    0.03655
1960   40     1920    0.03046
1960   40     1919    0.02706
1960   41     1919    0.02007
1960   41     1918    0.01796
1960   42     1918    0.01516
1960   42     1917    0.01335
1960   43     1917    0.00977
1960   43     1916    0.00814
1960   44     1916    0.00535
1960   44     1915    0.00435
1960   45     1915    0.00287
1960   45     1914    0.00224
1960   46     1914    0.00127
1960   46     1913    0.00097
1960   47     1913    0.00056
1960   47     1912    0.00042
1960   48     1912    0.00022
1960   48     1911    0.00017
1960   49     1911    0.00010
1960   49     1910    0.00009
1960   50     1910    0.00007
1960   50     1909    0.00006
1960   51     1909    0.00004
1960   51     1908    0.00004
1960   52     1908    0.00002
1960   52     1907    0.00002
1960   53     1907    0.00001
1960   53     1906    0.00001
1960   54     1906    0.00000
1960   54     1905    0.00000
1960   55+       .    0.00000
1961   12-       .    0.00000
1961   13     1948    0.00011
1961   13     1947    0.00036
1961   14     1947    0.00262
1961   14     1946    0.00522
1961   15     1946    0.01156
1961   15     1945    0.01626
1961   16     1945    0.03365
1961   16     1944    0.04493
1961   17     1944    0.06936
1961   17     1943    0.08377
1961   18     1943    0.11630
1961   18     1942    0.13508
1961   19     1942    0.18231
1961   19     1941    0.20226
1961   20     1941    0.22530
1961   20     1940    0.23554
1961   21     1940    0.25172
1961   21     1939    0.25676
1961   22     1939    0.26083
1961   22     1938    0.26209
1961   23     1938    0.26449
1961   23     1937    0.26235
1961   24     1937    0.25204
1961   24     1936    0.24726
1961   25     1936    0.23825
1961   25     1935    0.23276
1961   26     1935    0.22082
1961   26     1934    0.21400
1961   27     1934    0.19871
1961   27     1933    0.19210
1961   28     1933    0.18041
1961   28     1932    0.17463
1961   29     1932    0.16346
1961   29     1931    0.15798
1961   30     1931    0.14728
1961   30     1930    0.14190
1961   31     1930    0.13131
1961   31     1929    0.12567
1961   32     1929    0.11351
1961   32     1928    0.10880
1961   33     1928    0.10144
1961   33     1927    0.09710
1961   34     1927    0.08746
1961   34     1926    0.08362
1961   35     1926    0.07718
1961   35     1925    0.07383
1961   36     1925    0.06718
1961   36     1924    0.06364
1961   37     1924    0.05609
1961   37     1923    0.05296
1961   38     1923    0.04746
1961   38     1922    0.04457
1961   39     1922    0.03874
1961   39     1921    0.03585
1961   40     1921    0.03030
1961   40     1920    0.02731
1961   41     1920    0.02133
1961   41     1919    0.01888
1961   42     1919    0.01464
1961   42     1918    0.01282
1961   43     1918    0.00973
1961   43     1917    0.00819
1961   44     1917    0.00547
1961   44     1916    0.00445
1961   45     1916    0.00290
1961   45     1915    0.00225
1961   46     1915    0.00130
1961   46     1914    0.00097
1961   47     1914    0.00049
1961   47     1913    0.00039
1961   48     1913    0.00028
1961   48     1912    0.00021
1961   49     1912    0.00010
1961   49     1911    0.00008
1961   50     1911    0.00006
1961   50     1910    0.00006
1961   51     1910    0.00004
1961   51     1909    0.00004
1961   52     1909    0.00002
1961   52     1908    0.00002
1961   53     1908    0.00001
1961   53     1907    0.00001
1961   54     1907    0.00000
1961   54     1906    0.00000
1961   55+       .    0.00000
1962   12-       .    0.00000
1962   13     1949    0.00012
1962   13     1948    0.00039
1962   14     1948    0.00268
1962   14     1947    0.00516
1962   15     1947    0.01019
1962   15     1946    0.01396
1962   16     1946    0.03116
1962   16     1945    0.04260
1962   17     1945    0.06633
1962   17     1944    0.08076
1962   18     1944    0.11353
1962   18     1943    0.13169
1962   19     1943    0.17293
1962   19     1942    0.19061
1962   20     1942    0.21348
1962   20     1941    0.22377
1962   21     1941    0.24158
1962   21     1940    0.24729
1962   22     1940    0.25236
1962   22     1939    0.25362
1962   23     1939    0.25446
1962   23     1938    0.25226
1962   24     1938    0.24329
1962   24     1937    0.23849
1962   25     1937    0.22812
1962   25     1936    0.22287
1962   26     1936    0.21275
1962   26     1935    0.20694
1962   27     1935    0.19431
1962   27     1934    0.18798
1962   28     1934    0.17526
1962   28     1933    0.16892
1962   29     1933    0.15626
1962   29     1932    0.15029
1962   30     1932    0.13881
1962   30     1931    0.13359
1962   31     1931    0.12363
1962   31     1930    0.11971
1962   32     1930    0.11444
1962   32     1929    0.10932
1962   33     1929    0.09511
1962   33     1928    0.09064
1962   34     1928    0.08502
1962   34     1927    0.08140
1962   35     1927    0.07332
1962   35     1926    0.06977
1962   36     1926    0.06318
1962   36     1925    0.05998
1962   37     1925    0.05360
1962   37     1924    0.05080
1962   38     1924    0.04589
1962   38     1923    0.04281
1962   39     1923    0.03590
1962   39     1922    0.03312
1962   40     1922    0.02843
1962   40     1921    0.02570
1962   41     1921    0.01992
1962   41     1920    0.01801
1962   42     1920    0.01534
1962   42     1919    0.01326
1962   43     1919    0.00895
1962   43     1918    0.00744
1962   44     1918    0.00512
1962   44     1917    0.00419
1962   45     1917    0.00273
1962   45     1916    0.00215
1962   46     1916    0.00129
1962   46     1915    0.00099
1962   47     1915    0.00058
1962   47     1914    0.00042
1962   48     1914    0.00020
1962   48     1913    0.00014
1962   49     1913    0.00008
1962   49     1912    0.00007
1962   50     1912    0.00005
1962   50     1911    0.00004
1962   51     1911    0.00003
1962   51     1910    0.00003
1962   52     1910    0.00002
1962   52     1909    0.00002
1962   53     1909    0.00001
1962   53     1908    0.00001
1962   54     1908    0.00000
1962   54     1907    0.00000
1962   55+       .    0.00000
1963   12-       .    0.00000
1963   13     1950    0.00013
1963   13     1949    0.00040
1963   14     1949    0.00279
