"ufabb","microcode","sex","pctile","coverage_model","e0"
"PR",41027,"m",50,"full",71.5
"PR",41027,"m",75,"full",71.74
"PR",41027,"m",90,"full",71.95
"PR",41027,"m",95,"full",72.08
"PR",41028,"m",5,"partial",69.81
"PR",41028,"m",10,"partial",70.02
"PR",41028,"m",25,"partial",70.35
"PR",41028,"m",50,"partial",70.75
"PR",41028,"m",75,"partial",71.13
"PR",41028,"m",90,"partial",71.44
"PR",41028,"m",95,"partial",71.65
"PR",41028,"m",5,"full",70.01
"PR",41028,"m",10,"full",70.22
"PR",41028,"m",25,"full",70.54
"PR",41028,"m",50,"full",70.89
"PR",41028,"m",75,"full",71.26
"PR",41028,"m",90,"full",71.55
"PR",41028,"m",95,"full",71.76
"PR",41029,"m",5,"partial",69.17
"PR",41029,"m",10,"partial",69.27
"PR",41029,"m",25,"partial",69.43
"PR",41029,"m",50,"partial",69.6
"PR",41029,"m",75,"partial",69.77
"PR",41029,"m",90,"partial",69.92
"PR",41029,"m",95,"partial",70.01
"PR",41029,"m",5,"full",69.28
"PR",41029,"m",10,"full",69.38
"PR",41029,"m",25,"full",69.54
"PR",41029,"m",50,"full",69.69
"PR",41029,"m",75,"full",69.86
"PR",41029,"m",90,"full",70
"PR",41029,"m",95,"full",70.08
"PR",41030,"m",5,"partial",68.67
"PR",41030,"m",10,"partial",68.85
"PR",41030,"m",25,"partial",69.18
"PR",41030,"m",50,"partial",69.52
"PR",41030,"m",75,"partial",69.86
"PR",41030,"m",90,"partial",70.16
"PR",41030,"m",95,"partial",70.33
"PR",41030,"m",5,"full",68.72
"PR",41030,"m",10,"full",68.89
"PR",41030,"m",25,"full",69.22
"PR",41030,"m",50,"full",69.56
"PR",41030,"m",75,"full",69.89
"PR",41030,"m",90,"full",70.19
"PR",41030,"m",95,"full",70.36
"PR",41031,"m",5,"partial",68.94
"PR",41031,"m",10,"partial",69.07
"PR",41031,"m",25,"partial",69.31
"PR",41031,"m",50,"partial",69.58
"PR",41031,"m",75,"partial",69.83
"PR",41031,"m",90,"partial",70.07
"PR",41031,"m",95,"partial",70.22
"PR",41031,"m",5,"full",69.02
"PR",41031,"m",10,"full",69.17
"PR",41031,"m",25,"full",69.42
"PR",41031,"m",50,"full",69.68
"PR",41031,"m",75,"full",69.95
"PR",41031,"m",90,"full",70.19
"PR",41031,"m",95,"full",70.32
"PR",41032,"m",5,"partial",69.21
"PR",41032,"m",10,"partial",69.4
"PR",41032,"m",25,"partial",69.66
"PR",41032,"m",50,"partial",69.93
"PR",41032,"m",75,"partial",70.22
"PR",41032,"m",90,"partial",70.5
"PR",41032,"m",95,"partial",70.64
"PR",41032,"m",5,"full",69.29
"PR",41032,"m",10,"full",69.42
"PR",41032,"m",25,"full",69.68
"PR",41032,"m",50,"full",69.97
"PR",41032,"m",75,"full",70.24
"PR",41032,"m",90,"full",70.49
"PR",41032,"m",95,"full",70.63
"PR",41033,"m",5,"partial",68.66
"PR",41033,"m",10,"partial",68.8
"PR",41033,"m",25,"partial",69.06
"PR",41033,"m",50,"partial",69.33
"PR",41033,"m",75,"partial",69.6
"PR",41033,"m",90,"partial",69.85
"PR",41033,"m",95,"partial",70
"PR",41033,"m",5,"full",68.75
"PR",41033,"m",10,"full",68.88
"PR",41033,"m",25,"full",69.13
"PR",41033,"m",50,"full",69.39
"PR",41033,"m",75,"full",69.63
"PR",41033,"m",90,"full",69.86
"PR",41033,"m",95,"full",70.01
"PR",41034,"m",5,"partial",69.9
"PR",41034,"m",10,"partial",70.11
"PR",41034,"m",25,"partial",70.46
"PR",41034,"m",50,"partial",70.81
"PR",41034,"m",75,"partial",71.19
"PR",41034,"m",90,"partial",71.54
"PR",41034,"m",95,"partial",71.75
"PR",41034,"m",5,"full",69.88
"PR",41034,"m",10,"full",70.09
"PR",41034,"m",25,"full",70.41
"PR",41034,"m",50,"full",70.84
"PR",41034,"m",75,"full",71.2
"PR",41034,"m",90,"full",71.51
"PR",41034,"m",95,"full",71.67
"PR",41035,"m",5,"partial",68.55
"PR",41035,"m",10,"partial",68.87
"PR",41035,"m",25,"partial",69.44
"PR",41035,"m",50,"partial",70.05
"PR",41035,"m",75,"partial",70.6
"PR",41035,"m",90,"partial",71.13
"PR",41035,"m",95,"partial",71.42
"PR",41035,"m",5,"full",68.68
"PR",41035,"m",10,"full",69.03
"PR",41035,"m",25,"full",69.61
"PR",41035,"m",50,"full",70.22
"PR",41035,"m",75,"full",70.77
"PR",41035,"m",90,"full",71.28
"PR",41035,"m",95,"full",71.55
"PR",41036,"m",5,"partial",68.57
"PR",41036,"m",10,"partial",68.83
"PR",41036,"m",25,"partial",69.23
"PR",41036,"m",50,"partial",69.67
"PR",41036,"m",75,"partial",70.13
"PR",41036,"m",90,"partial",70.54
"PR",41036,"m",95,"partial",70.78
"PR",41036,"m",5,"full",68.61
"PR",41036,"m",10,"full",68.84
"PR",41036,"m",25,"full",69.25
"PR",41036,"m",50,"full",69.69
"PR",41036,"m",75,"full",70.16
"PR",41036,"m",90,"full",70.55
"PR",41036,"m",95,"full",70.76
"PR",41037,"m",5,"partial",69.46
"PR",41037,"m",10,"partial",69.51
"PR",41037,"m",25,"partial",69.58
"PR",41037,"m",50,"partial",69.65
"PR",41037,"m",75,"partial",69.71
"PR",41037,"m",90,"partial",69.77
"PR",41037,"m",95,"partial",69.8
"PR",41037,"m",5,"full",69.59
"PR",41037,"m",10,"full",69.62
"PR",41037,"m",25,"full",69.66
"PR",41037,"m",50,"full",69.73
"PR",41037,"m",75,"full",69.79
"PR",41037,"m",90,"full",69.84
"PR",41037,"m",95,"full",69.87
"PR",41038,"m",5,"partial",68.23
"PR",41038,"m",10,"partial",68.34
"PR",41038,"m",25,"partial",68.52
"PR",41038,"m",50,"partial",68.72
"PR",41038,"m",75,"partial",68.93
"PR",41038,"m",90,"partial",69.11
"PR",41038,"m",95,"partial",69.21
"PR",41038,"m",5,"full",68.43
"PR",41038,"m",10,"full",68.54
"PR",41038,"m",25,"full",68.7
"PR",41038,"m",50,"full",68.89
"PR",41038,"m",75,"full",69.09
"PR",41038,"m",90,"full",69.26
"PR",41038,"m",95,"full",69.37
"PR",41039,"m",5,"partial",70.08
"PR",41039,"m",10,"partial",70.24
"PR",41039,"m",25,"partial",70.53
"PR",41039,"m",50,"partial",70.84
"PR",41039,"m",75,"partial",71.15
"PR",41039,"m",90,"partial",71.43
"PR",41039,"m",95,"partial",71.6
"PR",41039,"m",5,"full",70.21
"PR",41039,"m",10,"full",70.39
"PR",41039,"m",25,"full",70.66
"PR",41039,"m",50,"full",70.99
"PR",41039,"m",75,"full",71.3
"PR",41039,"m",90,"full",71.57
"PR",41039,"m",95,"full",71.74
"SC",42001,"m",5,"partial",73.49
"SC",42001,"m",10,"partial",73.62
"SC",42001,"m",25,"partial",73.84
"SC",42001,"m",50,"partial",74.08
"SC",42001,"m",75,"partial",74.31
"SC",42001,"m",90,"partial",74.52
"SC",42001,"m",95,"partial",74.63
"SC",42001,"m",5,"full",73.57
"SC",42001,"m",10,"full",73.68
"SC",42001,"m",25,"full",73.89
"SC",42001,"m",50,"full",74.1
"SC",42001,"m",75,"full",74.32
"SC",42001,"m",90,"full",74.53
"SC",42001,"m",95,"full",74.64
"SC",42002,"m",5,"partial",72.14
"SC",42002,"m",10,"partial",72.24
"SC",42002,"m",25,"partial",72.39
"SC",42002,"m",50,"partial",72.55
"SC",42002,"m",75,"partial",72.71
"SC",42002,"m",90,"partial",72.85
"SC",42002,"m",95,"partial",72.93
"SC",42002,"m",5,"full",72.35
"SC",42002,"m",10,"full",72.44
"SC",42002,"m",25,"full",72.59
"SC",42002,"m",50,"full",72.74
"SC",42002,"m",75,"full",72.89
"SC",42002,"m",90,"full",73.02
"SC",42002,"m",95,"full",73.09
"SC",42003,"m",5,"partial",71.92
"SC",42003,"m",10,"partial",72.08
"SC",42003,"m",25,"partial",72.33
"SC",42003,"m",50,"partial",72.61
"SC",42003,"m",75,"partial",72.89
"SC",42003,"m",90,"partial",73.14
"SC",42003,"m",95,"partial",73.28
"SC",42003,"m",5,"full",72.16
"SC",42003,"m",10,"full",72.31
"SC",42003,"m",25,"full",72.51
"SC",42003,"m",50,"full",72.79
"SC",42003,"m",75,"full",73.05
"SC",42003,"m",90,"full",73.28
"SC",42003,"m",95,"full",73.4
"SC",42004,"m",5,"partial",71.92
"SC",42004,"m",10,"partial",72.02
"SC",42004,"m",25,"partial",72.18
"SC",42004,"m",50,"partial",72.37
"SC",42004,"m",75,"partial",72.56
"SC",42004,"m",90,"partial",72.72
"SC",42004,"m",95,"partial",72.82
"SC",42004,"m",5,"full",72.12
"SC",42004,"m",10,"full",72.22
"SC",42004,"m",25,"full",72.36
"SC",42004,"m",50,"full",72.54
"SC",42004,"m",75,"full",72.71
"SC",42004,"m",90,"full",72.87
"SC",42004,"m",95,"full",72.96
"SC",42005,"m",5,"partial",73.27
"SC",42005,"m",10,"partial",73.4
"SC",42005,"m",25,"partial",73.65
"SC",42005,"m",50,"partial",73.9
"SC",42005,"m",75,"partial",74.16
"SC",42005,"m",90,"partial",74.39
"SC",42005,"m",95,"partial",74.52
"SC",42005,"m",5,"full",73.34
"SC",42005,"m",10,"full",73.47
"SC",42005,"m",25,"full",73.69
"SC",42005,"m",50,"full",73.93
"SC",42005,"m",75,"full",74.18
"SC",42005,"m",90,"full",74.42
"SC",42005,"m",95,"full",74.54
"SC",42006,"m",5,"partial",68.99
"SC",42006,"m",10,"partial",69.1
"SC",42006,"m",25,"partial",69.29
"SC",42006,"m",50,"partial",69.49
"SC",42006,"m",75,"partial",69.7
"SC",42006,"m",90,"partial",69.88
"SC",42006,"m",95,"partial",69.98
"SC",42006,"m",5,"full",69.2
"SC",42006,"m",10,"full",69.29
"SC",42006,"m",25,"full",69.46
"SC",42006,"m",50,"full",69.64
"SC",42006,"m",75,"full",69.83
"SC",42006,"m",90,"full",70
"SC",42006,"m",95,"full",70.1
"SC",42007,"m",5,"partial",69.54
"SC",42007,"m",10,"partial",69.68
"SC",42007,"m",25,"partial",69.91
"SC",42007,"m",50,"partial",70.17
"SC",42007,"m",75,"partial",70.44
"SC",42007,"m",90,"partial",70.66
"SC",42007,"m",95,"partial",70.79
"SC",42007,"m",5,"full",69.63
"SC",42007,"m",10,"full",69.76
"SC",42007,"m",25,"full",69.98
"SC",42007,"m",50,"full",70.25
"SC",42007,"m",75,"full",70.5
"SC",42007,"m",90,"full",70.71
"SC",42007,"m",95,"full",70.86
"SC",42008,"m",5,"partial",71.14
"SC",42008,"m",10,"partial",71.21
"SC",42008,"m",25,"partial",71.32
"SC",42008,"m",50,"partial",71.43
"SC",42008,"m",75,"partial",71.55
"SC",42008,"m",90,"partial",71.64
"SC",42008,"m",95,"partial",71.71
"SC",42008,"m",5,"full",71.27
"SC",42008,"m",10,"full",71.32
"SC",42008,"m",25,"full",71.41
"SC",42008,"m",50,"full",71.52
"SC",42008,"m",75,"full",71.62
"SC",42008,"m",90,"full",71.71
"SC",42008,"m",95,"full",71.78
"SC",42009,"m",5,"partial",69.49
"SC",42009,"m",10,"partial",69.65
"SC",42009,"m",25,"partial",69.9
"SC",42009,"m",50,"partial",70.18
"SC",42009,"m",75,"partial",70.46
"SC",42009,"m",90,"partial",70.71
"SC",42009,"m",95,"partial",70.87
"SC",42009,"m",5,"full",69.56
"SC",42009,"m",10,"full",69.71
"SC",42009,"m",25,"full",69.98
"SC",42009,"m",50,"full",70.25
"SC",42009,"m",75,"full",70.51
"SC",42009,"m",90,"full",70.74
"SC",42009,"m",95,"full",70.87
"SC",42010,"m",5,"partial",70.78
"SC",42010,"m",10,"partial",70.91
"SC",42010,"m",25,"partial",71.11
"SC",42010,"m",50,"partial",71.33
"SC",42010,"m",75,"partial",71.55
"SC",42010,"m",90,"partial",71.73
"SC",42010,"m",95,"partial",71.83
"SC",42010,"m",5,"full",71.06
"SC",42010,"m",10,"full",71.17
"SC",42010,"m",25,"full",71.34
"SC",42010,"m",50,"full",71.52
"SC",42010,"m",75,"full",71.72
"SC",42010,"m",90,"full",71.88
"SC",42010,"m",95,"full",71.99
"SC",42011,"m",5,"partial",70.97
"SC",42011,"m",10,"partial",71.08
"SC",42011,"m",25,"partial",71.29
"SC",42011,"m",50,"partial",71.51
"SC",42011,"m",75,"partial",71.72
"SC",42011,"m",90,"partial",71.9
"SC",42011,"m",95,"partial",72.01
"SC",42011,"m",5,"full",71.05
"SC",42011,"m",10,"full",71.16
"SC",42011,"m",25,"full",71.35
"SC",42011,"m",50,"full",71.57
"SC",42011,"m",75,"full",71.79
"SC",42011,"m",90,"full",71.97
"SC",42011,"m",95,"full",72.07
"SC",42012,"m",5,"partial",71.48
"SC",42012,"m",10,"partial",71.56
"SC",42012,"m",25,"partial",71.68
"SC",42012,"m",50,"partial",71.81
"SC",42012,"m",75,"partial",71.94
"SC",42012,"m",90,"partial",72.06
"SC",42012,"m",95,"partial",72.12
"SC",42012,"m",5,"full",71.58
"SC",42012,"m",10,"full",71.66
"SC",42012,"m",25,"full",71.77
"SC",42012,"m",50,"full",71.9
"SC",42012,"m",75,"full",72.01
"SC",42012,"m",90,"full",72.13
"SC",42012,"m",95,"full",72.18
"SC",42013,"m",5,"partial",70.15
"SC",42013,"m",10,"partial",70.23
"SC",42013,"m",25,"partial",70.37
"SC",42013,"m",50,"partial",70.51
"SC",42013,"m",75,"partial",70.65
"SC",42013,"m",90,"partial",70.78
"SC",42013,"m",95,"partial",70.86
"SC",42013,"m",5,"full",70.27
"SC",42013,"m",10,"full",70.34
"SC",42013,"m",25,"full",70.47
"SC",42013,"m",50,"full",70.6
"SC",42013,"m",75,"full",70.74
"SC",42013,"m",90,"full",70.85
"SC",42013,"m",95,"full",70.93
"SC",42014,"m",5,"partial",71.48
"SC",42014,"m",10,"partial",71.74
"SC",42014,"m",25,"partial",72.09
"SC",42014,"m",50,"partial",72.49
"SC",42014,"m",75,"partial",72.87
"SC",42014,"m",90,"partial",73.23
"SC",42014,"m",95,"partial",73.43
"SC",42014,"m",5,"full",71.53
"SC",42014,"m",10,"full",71.71
"SC",42014,"m",25,"full",72.09
"SC",42014,"m",50,"full",72.48
"SC",42014,"m",75,"full",72.9
"SC",42014,"m",90,"full",73.25
"SC",42014,"m",95,"full",73.47
"SC",42015,"m",5,"partial",71.42
"SC",42015,"m",10,"partial",71.58
"SC",42015,"m",25,"partial",71.88
"SC",42015,"m",50,"partial",72.22
"SC",42015,"m",75,"partial",72.54
"SC",42015,"m",90,"partial",72.84
"SC",42015,"m",95,"partial",73
"SC",42015,"m",5,"full",71.43
"SC",42015,"m",10,"full",71.61
"SC",42015,"m",25,"full",71.91
"SC",42015,"m",50,"full",72.25
"SC",42015,"m",75,"full",72.6
"SC",42015,"m",90,"full",72.88
"SC",42015,"m",95,"full",73.05
"SC",42016,"m",5,"partial",72.91
"SC",42016,"m",10,"partial",72.99
"SC",42016,"m",25,"partial",73.1
"SC",42016,"m",50,"partial",73.22
"SC",42016,"m",75,"partial",73.34
"SC",42016,"m",90,"partial",73.44
"SC",42016,"m",95,"partial",73.5
"SC",42016,"m",5,"full",73.02
"SC",42016,"m",10,"full",73.09
"SC",42016,"m",25,"full",73.19
"SC",42016,"m",50,"full",73.3
"SC",42016,"m",75,"full",73.41
"SC",42016,"m",90,"full",73.51
"SC",42016,"m",95,"full",73.57
"SC",42017,"m",5,"partial",71.39
"SC",42017,"m",10,"partial",71.78
"SC",42017,"m",25,"partial",72.35
"SC",42017,"m",50,"partial",72.95
"SC",42017,"m",75,"partial",73.54
"SC",42017,"m",90,"partial",74.09
"SC",42017,"m",95,"partial",74.4
"SC",42017,"m",5,"full",71.15
"SC",42017,"m",10,"full",71.52
"SC",42017,"m",25,"full",72.16
"SC",42017,"m",50,"full",72.83
"SC",42017,"m",75,"full",73.41
"SC",42017,"m",90,"full",73.96
"SC",42017,"m",95,"full",74.23
"SC",42018,"m",5,"partial",70.85
"SC",42018,"m",10,"partial",70.96
"SC",42018,"m",25,"partial",71.12
"SC",42018,"m",50,"partial",71.3
"SC",42018,"m",75,"partial",71.48
"SC",42018,"m",90,"partial",71.63
"SC",42018,"m",95,"partial",71.73
"SC",42018,"m",5,"full",71.07
"SC",42018,"m",10,"full",71.16
"SC",42018,"m",25,"full",71.31
"SC",42018,"m",50,"full",71.46
"SC",42018,"m",75,"full",71.61
"SC",42018,"m",90,"full",71.75
"SC",42018,"m",95,"full",71.83
"SC",42019,"m",5,"partial",71.49
"SC",42019,"m",10,"partial",71.57
"SC",42019,"m",25,"partial",71.72
"SC",42019,"m",50,"partial",71.89
"SC",42019,"m",75,"partial",72.06
"SC",42019,"m",90,"partial",72.21
"SC",42019,"m",95,"partial",72.29
"SC",42019,"m",5,"full",71.56
"SC",42019,"m",10,"full",71.65
"SC",42019,"m",25,"full",71.8
"SC",42019,"m",50,"full",71.98
"SC",42019,"m",75,"full",72.15
"SC",42019,"m",90,"full",72.29
"SC",42019,"m",95,"full",72.38
"SC",42020,"m",5,"partial",71.24
"SC",42020,"m",10,"partial",71.37
"SC",42020,"m",25,"partial",71.59
"SC",42020,"m",50,"partial",71.83
"SC",42020,"m",75,"partial",72.07
"SC",42020,"m",90,"partial",72.27
"SC",42020,"m",95,"partial",72.4
"SC",42020,"m",5,"full",71.33
"SC",42020,"m",10,"full",71.44
"SC",42020,"m",25,"full",71.66
"SC",42020,"m",50,"full",71.9
"SC",42020,"m",75,"full",72.12
"SC",42020,"m",90,"full",72.32
"SC",42020,"m",95,"full",72.44
"RS",43001,"m",5,"partial",72.07
"RS",43001,"m",10,"partial",72.21
"RS",43001,"m",25,"partial",72.41
"RS",43001,"m",50,"partial",72.63
"RS",43001,"m",75,"partial",72.85
"RS",43001,"m",90,"partial",73.04
"RS",43001,"m",95,"partial",73.16
"RS",43001,"m",5,"full",72.11
"RS",43001,"m",10,"full",72.24
"RS",43001,"m",25,"full",72.46
"RS",43001,"m",50,"full",72.69
"RS",43001,"m",75,"full",72.92
"RS",43001,"m",90,"full",73.1
"RS",43001,"m",95,"full",73.21
"RS",43002,"m",5,"partial",70.84
"RS",43002,"m",10,"partial",71
"RS",43002,"m",25,"partial",71.24
"RS",43002,"m",50,"partial",71.5
"RS",43002,"m",75,"partial",71.76
"RS",43002,"m",90,"partial",72
"RS",43002,"m",95,"partial",72.13
"RS",43002,"m",5,"full",71.1
"RS",43002,"m",10,"full",71.24
"RS",43002,"m",25,"full",71.46
"RS",43002,"m",50,"full",71.7
"RS",43002,"m",75,"full",71.94
"RS",43002,"m",90,"full",72.15
"RS",43002,"m",95,"full",72.25
"RS",43003,"m",5,"partial",72.59
"RS",43003,"m",10,"partial",72.72
"RS",43003,"m",25,"partial",72.95
"RS",43003,"m",50,"partial",73.18
"RS",43003,"m",75,"partial",73.42
"RS",43003,"m",90,"partial",73.62
"RS",43003,"m",95,"partial",73.76
"RS",43003,"m",5,"full",72.76
"RS",43003,"m",10,"full",72.87
"RS",43003,"m",25,"full",73.09
"RS",43003,"m",50,"full",73.32
"RS",43003,"m",75,"full",73.54
"RS",43003,"m",90,"full",73.73
"RS",43003,"m",95,"full",73.83
"RS",43004,"m",5,"partial",72.4
"RS",43004,"m",10,"partial",72.51
"RS",43004,"m",25,"partial",72.72
"RS",43004,"m",50,"partial",72.96
"RS",43004,"m",75,"partial",73.17
"RS",43004,"m",90,"partial",73.37
"RS",43004,"m",95,"partial",73.48
"RS",43004,"m",5,"full",72.61
"RS",43004,"m",10,"full",72.73
"RS",43004,"m",25,"full",72.93
"RS",43004,"m",50,"full",73.14
"RS",43004,"m",75,"full",73.34
"RS",43004,"m",90,"full",73.52
"RS",43004,"m",95,"full",73.62
"RS",43005,"m",5,"partial",71.6
"RS",43005,"m",10,"partial",71.87
"RS",43005,"m",25,"partial",72.3
"RS",43005,"m",50,"partial",72.81
"RS",43005,"m",75,"partial",73.29
"RS",43005,"m",90,"partial",73.69
"RS",43005,"m",95,"partial",73.94
"RS",43005,"m",5,"full",72.62
"RS",43005,"m",10,"full",72.87
"RS",43005,"m",25,"full",73.22
"RS",43005,"m",50,"full",73.61
"RS",43005,"m",75,"full",74.01
"RS",43005,"m",90,"full",74.33
"RS",43005,"m",95,"full",74.51
"RS",43006,"m",5,"partial",71.56
"RS",43006,"m",10,"partial",71.78
"RS",43006,"m",25,"partial",72.13
"RS",43006,"m",50,"partial",72.52
"RS",43006,"m",75,"partial",72.87
"RS",43006,"m",90,"partial",73.19
"RS",43006,"m",95,"partial",73.36
"RS",43006,"m",5,"full",71.76
"RS",43006,"m",10,"full",71.97
"RS",43006,"m",25,"full",72.31
"RS",43006,"m",50,"full",72.69
"RS",43006,"m",75,"full",73.03
"RS",43006,"m",90,"full",73.34
"RS",43006,"m",95,"full",73.51
"RS",43007,"m",5,"partial",71.2
"RS",43007,"m",10,"partial",71.32
"RS",43007,"m",25,"partial",71.53
"RS",43007,"m",50,"partial",71.75
"RS",43007,"m",75,"partial",71.97
"RS",43007,"m",90,"partial",72.16
"RS",43007,"m",95,"partial",72.28
"RS",43007,"m",5,"full",71.25
"RS",43007,"m",10,"full",71.39
"RS",43007,"m",25,"full",71.6
"RS",43007,"m",50,"full",71.81
"RS",43007,"m",75,"full",72.02
"RS",43007,"m",90,"full",72.22
"RS",43007,"m",95,"full",72.34
"RS",43008,"m",5,"partial",73.31
"RS",43008,"m",10,"partial",73.43
"RS",43008,"m",25,"partial",73.64
"RS",43008,"m",50,"partial",73.86
"RS",43008,"m",75,"partial",74.07
"RS",43008,"m",90,"partial",74.26
"RS",43008,"m",95,"partial",74.38
"RS",43008,"m",5,"full",73.45
"RS",43008,"m",10,"full",73.57
"RS",43008,"m",25,"full",73.78
"RS",43008,"m",50,"full",73.97
"RS",43008,"m",75,"full",74.18
"RS",43008,"m",90,"full",74.36
"RS",43008,"m",95,"full",74.48
"RS",43009,"m",5,"partial",71.47
"RS",43009,"m",10,"partial",71.62
"RS",43009,"m",25,"partial",71.85
"RS",43009,"m",50,"partial",72.1
"RS",43009,"m",75,"partial",72.34
"RS",43009,"m",90,"partial",72.57
"RS",43009,"m",95,"partial",72.7
"RS",43009,"m",5,"full",71.61
"RS",43009,"m",10,"full",71.77
"RS",43009,"m",25,"full",71.98
"RS",43009,"m",50,"full",72.22
"RS",43009,"m",75,"full",72.46
"RS",43009,"m",90,"full",72.66
"RS",43009,"m",95,"full",72.78
"RS",43010,"m",5,"partial",70.74
"RS",43010,"m",10,"partial",70.86
"RS",43010,"m",25,"partial",71.05
"RS",43010,"m",50,"partial",71.25
"RS",43010,"m",75,"partial",71.43
"RS",43010,"m",90,"partial",71.59
"RS",43010,"m",95,"partial",71.69
"RS",43010,"m",5,"full",71.05
"RS",43010,"m",10,"full",71.14
"RS",43010,"m",25,"full",71.3
"RS",43010,"m",50,"full",71.47
"RS",43010,"m",75,"full",71.64
"RS",43010,"m",90,"full",71.78
"RS",43010,"m",95,"full",71.86
"RS",43011,"m",5,"partial",70.59
"RS",43011,"m",10,"partial",70.72
"RS",43011,"m",25,"partial",70.96
"RS",43011,"m",50,"partial",71.21
"RS",43011,"m",75,"partial",71.46
"RS",43011,"m",90,"partial",71.69
"RS",43011,"m",95,"partial",71.81
"RS",43011,"m",5,"full",70.65
"RS",43011,"m",10,"full",70.79
"RS",43011,"m",25,"full",71.01
"RS",43011,"m",50,"full",71.26
"RS",43011,"m",75,"full",71.5
"RS",43011,"m",90,"full",71.7
"RS",43011,"m",95,"full",71.84
"RS",43012,"m",5,"partial",72.05
"RS",43012,"m",10,"partial",72.31
"RS",43012,"m",25,"partial",72.74
"RS",43012,"m",50,"partial",73.2
"RS",43012,"m",75,"partial",73.66
"RS",43012,"m",90,"partial",74.08
"RS",43012,"m",95,"partial",74.33
"RS",43012,"m",5,"full",72.01
"RS",43012,"m",10,"full",72.27
"RS",43012,"m",25,"full",72.68
"RS",43012,"m",50,"full",73.16
"RS",43012,"m",75,"full",73.6
"RS",43012,"m",90,"full",73.97
"RS",43012,"m",95,"full",74.24
"RS",43013,"m",5,"partial",69.42
"RS",43013,"m",10,"partial",69.64
"RS",43013,"m",25,"partial",69.98
"RS",43013,"m",50,"partial",70.37
"RS",43013,"m",75,"partial",70.73
"RS",43013,"m",90,"partial",71.06
"RS",43013,"m",95,"partial",71.25
"RS",43013,"m",5,"full",69.65
"RS",43013,"m",10,"full",69.87
"RS",43013,"m",25,"full",70.19
"RS",43013,"m",50,"full",70.54
"RS",43013,"m",75,"full",70.87
"RS",43013,"m",90,"full",71.18
"RS",43013,"m",95,"full",71.39
"RS",43014,"m",5,"partial",73.62
"RS",43014,"m",10,"partial",73.79
"RS",43014,"m",25,"partial",74.06
"RS",43014,"m",50,"partial",74.37
"RS",43014,"m",75,"partial",74.65
"RS",43014,"m",90,"partial",74.89
"RS",43014,"m",95,"partial",75.03
"RS",43014,"m",5,"full",74.05
"RS",43014,"m",10,"full",74.22
"RS",43014,"m",25,"full",74.46
"RS",43014,"m",50,"full",74.71
"RS",43014,"m",75,"full",74.96
"RS",43014,"m",90,"full",75.17
"RS",43014,"m",95,"full",75.31
"RS",43015,"m",5,"partial",69.7
"RS",43015,"m",10,"partial",69.84
"RS",43015,"m",25,"partial",70.08
"RS",43015,"m",50,"partial",70.33
"RS",43015,"m",75,"partial",70.58
"RS",43015,"m",90,"partial",70.81
"RS",43015,"m",95,"partial",70.94
"RS",43015,"m",5,"full",69.8
"RS",43015,"m",10,"full",69.92
"RS",43015,"m",25,"full",70.17
"RS",43015,"m",50,"full",70.42
"RS",43015,"m",75,"full",70.66
"RS",43015,"m",90,"full",70.89
"RS",43015,"m",95,"full",70.99
"RS",43016,"m",5,"partial",72.5
"RS",43016,"m",10,"partial",72.57
"RS",43016,"m",25,"partial",72.68
"RS",43016,"m",50,"partial",72.8
"RS",43016,"m",75,"partial",72.92
"RS",43016,"m",90,"partial",73.03
"RS",43016,"m",95,"partial",73.09
"RS",43016,"m",5,"full",72.6
"RS",43016,"m",10,"full",72.67
"RS",43016,"m",25,"full",72.76
"RS",43016,"m",50,"full",72.87
"RS",43016,"m",75,"full",72.98
"RS",43016,"m",90,"full",73.07
"RS",43016,"m",95,"full",73.13
"RS",43017,"m",5,"partial",70.64
"RS",43017,"m",10,"partial",70.8
"RS",43017,"m",25,"partial",71.08
"RS",43017,"m",50,"partial",71.36
"RS",43017,"m",75,"partial",71.65
"RS",43017,"m",90,"partial",71.92
"RS",43017,"m",95,"partial",72.06
"RS",43017,"m",5,"full",70.86
"RS",43017,"m",10,"full",71.01
"RS",43017,"m",25,"full",71.26
"RS",43017,"m",50,"full",71.55
"RS",43017,"m",75,"full",71.82
"RS",43017,"m",90,"full",72.08
"RS",43017,"m",95,"full",72.2
"RS",43018,"m",5,"partial",71.33
"RS",43018,"m",10,"partial",71.44
"RS",43018,"m",25,"partial",71.62
"RS",43018,"m",50,"partial",71.79
"RS",43018,"m",75,"partial",71.96
"RS",43018,"m",90,"partial",72.11
"RS",43018,"m",95,"partial",72.2
"RS",43018,"m",5,"full",71.59
"RS",43018,"m",10,"full",71.67
"RS",43018,"m",25,"full",71.81
"RS",43018,"m",50,"full",71.97
"RS",43018,"m",75,"full",72.12
"RS",43018,"m",90,"full",72.24
"RS",43018,"m",95,"full",72.32
"RS",43019,"m",5,"partial",71.36
"RS",43019,"m",10,"partial",71.58
"RS",43019,"m",25,"partial",71.92
"RS",43019,"m",50,"partial",72.32
"RS",43019,"m",75,"partial",72.68
"RS",43019,"m",90,"partial",73
"RS",43019,"m",95,"partial",73.18
"RS",43019,"m",5,"full",71.48
"RS",43019,"m",10,"full",71.72
"RS",43019,"m",25,"full",72.04
"RS",43019,"m",50,"full",72.42
"RS",43019,"m",75,"full",72.77
"RS",43019,"m",90,"full",73.08
